,pwy1,pwy2,vc,vc_mean
1500,PWY3O-4,PWY3O-31704,2.712113270591541e-06,1.1300471960798089e-09
1501,PWY3O-4,PWY3O-2220,3.0598498327430634e-07,7.082985723942276e-10
1502,PWY3O-4,PWY-2201,7.1188276700417224e-06,1.0825467868068313e-09
1503,PWY3O-4,PWY3O-4120,1.615459138832647e-06,1.0198605674448528e-09
1504,PWY3O-4,PWY-6614,3.0164550023530616e-07,5.236901045751843e-10
1505,PWY3O-4,PWY3O-1,4.2147047886351913e-07,8.780634976323315e-10
1506,PWY3O-4,PWY3O-214,1.0103937538650116e-05,1.0420727659498882e-09
1507,PWY3O-4,PWY3O-50,5.932135585682741e-07,7.72413487719107e-10
1508,PWY3O-4,PWY3O-20,4.072053467482488e-06,1.4378719871053984e-09
1509,PWY3O-4,PWY3O-4115,1.0274758866344664e-05,1.0441828116203928e-09
1510,PWY3O-4,PWY3O-440,1.758895859754301e-06,2.617404553205805e-09
1511,PWY3O-4,PWY3O-259,9.234797946805098e-07,1.3742258849412347e-09
1512,PWY3O-4,PWY3O-697,6.7068172133001965e-06,1.258787014508295e-09
1513,PWY3O-4,PWY-5760-1,1.031011556582936e-06,1.1304951278321668e-09
1514,PWY3O-4,PWY-5041,1.1014388805414308e-06,1.5297762229742096e-09
1515,PWY3O-4,PWY3O-4300,1.4879872360281508e-06,8.157824758926264e-10
1516,PWY3O-4,PWY3O-1565,1.8003290232308915e-06,8.334856589031904e-10
1517,PWY3O-4,PWY3O-15,9.995537574721728e-07,2.3137818460004e-09
1518,PWY-5971-1,PWY3O-4158,3.7473003006609656e-06,9.293899555210727e-10
1519,PWY-5971-1,PWY3O-450,6.25776971422229e-07,1.3968235969246182e-09
1520,PWY-5971-1,PWY3O-123,1.4003143059262384e-06,3.5722303722608124e-09
1521,PWY-5971-1,PWY3O-4107,1.1167576374418029e-06,1.1730647452119777e-09
1522,PWY-5971-1,PWY3O-2,3.007039435541184e-06,7.35577161335906e-10
1523,PWY-5971-1,PWY3O-4153,9.897754896263105e-07,5.198400680810453e-10
1524,PWY-5971-1,PWY-6074-1,5.691764366471197e-07,9.239877218297398e-10
1525,PWY-5971-1,PWY-6123-1,1.7455598096851049e-06,7.992489971085644e-10
1526,PWY-5971-1,PWY3O-10,2.4764860098703495e-06,4.913662717996725e-10
1527,PWY-5971-1,PWY3O-13,7.750201123847996e-06,1.0176209458834029e-09
1528,PWY-5971-1,PWY3O-8514,1.8214092561930064e-06,6.023178757252005e-10
1529,PWY-5971-1,PWY3O-6336,2.78996911080578e-06,5.41531271507333e-10
1530,PWY-5971-1,PWY-5694,9.61196154877886e-07,5.918695534962353e-10
1531,PWY-5971-1,PWY-6126-1,3.637847390654501e-06,1.249260779757727e-09
1532,PWY-5971-1,PWY0-162,4.518848202204102e-06,9.606394987678789e-10
1533,PWY-5971-1,PWY3O-4109,6.841895657213008e-06,5.873880200217212e-10
1534,PWY-5971-1,PWY3O-4112,6.186990073447287e-06,5.694946680271803e-10
1535,PWY-5971-1,PWY-7220-1,1.749663543839085e-06,8.678886626185938e-10
1536,PWY-5971-1,PWY3O-4105,4.949650699044762e-06,4.4639706881716823e-10
1537,PWY-5971-1,PWY3O-69,2.3925334801948827e-06,1.335119129573037e-09
1538,PWY-5971-1,PWY-7222-1,1.749663543839085e-06,8.678886626185938e-10
1539,PWY-5971-1,PWY-821-1,4.792614725469744e-06,1.6147623738105604e-09
1540,PWY-5971-1,PWY-6075-1,5.71233292220741e-07,3.9233055784391557e-10
1541,PWY-5971-1,PWY3O-4031,1.5930428032217617e-06,2.9944413594394017e-10
1542,PWY-5971-1,PWY-6482-1,2.840761372669795e-06,1.4919965192593462e-09
1543,PWY-5971-1,PWY3O-954,1.153184997257921e-06,1.5840453259037377e-09
1544,PWY-5971-1,PWY-5653,1.2345258623024482e-06,1.2967708637630758e-09
1545,PWY-5971-1,PWY-7219,1.8881846612638456e-06,2.1073489523033992e-09
1546,PWY-5971-1,PWY-7221,1.6868188026309344e-06,7.171848650641727e-10
1547,PWY-5971-1,PWY3O-285,6.928762554852419e-06,9.81967482263665e-10
1548,PWY-5971-1,PWY0-662,4.922366812394329e-07,4.185686064961165e-10
1549,PWY-5971-1,PWY-5084,3.076528718520879e-07,1.5260559119647217e-10
1550,PWY-5971-1,PWY-7176,9.219764586208601e-07,5.879951904469771e-10
1551,PWY-5971-1,PWY-6125,3.115931733545269e-06,8.974457757906881e-10
1552,PWY-5971-1,PWY3O-4108,4.384743295647481e-06,4.255379751210677e-10
1553,PWY-5971-1,PWY3O-981,2.1009654218619146e-06,8.93267611335848e-10
1554,PWY-5971-1,PWY3O-31704,1.425501395094647e-06,5.091076411052311e-10
1555,PWY-5971-1,PWY3O-2220,3.163656036045657e-07,6.277095309614399e-10
1556,PWY-5971-1,PWY-2201,3.532704813220327e-06,4.6046725928315004e-10
1557,PWY-5971-1,PWY3O-4120,8.053773744809158e-07,4.358102675762531e-10
1558,PWY-5971-1,PWY-6614,8.981655158156777e-07,1.336555827106663e-09
1559,PWY-5971-1,PWY3O-1,3.602670548531342e-07,6.433340265234539e-10
1560,PWY-5971-1,PWY3O-214,5.160964230796893e-06,4.562379977720026e-10
1561,PWY-5971-1,PWY3O-50,1.4615419597774043e-06,1.6311852229658528e-09
1562,PWY-5971-1,PWY3O-20,2.322546026259078e-06,7.029497658169122e-10
1563,PWY-5971-1,PWY3O-4115,5.188843886473582e-06,4.5198988558132254e-10
1564,PWY-5971-1,PWY3O-440,6.548893626678312e-07,8.353180646273356e-10
1565,PWY-5971-1,PWY3O-259,2.015283750299689e-07,2.5705149876271546e-10
1566,PWY-5971-1,PWY3O-697,3.6187713795362443e-06,5.821704278533212e-10
1567,PWY-5971-1,PWY-5760-1,2.847111491334036e-07,2.6758566647876285e-10
1568,PWY-5971-1,PWY-5041,7.279654086608131e-07,8.66625486500968e-10
1569,PWY-5971-1,PWY3O-4300,2.06962422461799e-06,9.725677747264991e-10
1570,PWY-5971-1,PWY3O-1565,7.401414126834388e-07,2.937069097950154e-10
1571,PWY-5971-1,PWY3O-15,5.26432927453345e-07,1.044509776693145e-09
1572,PWY3O-4158,PWY3O-450,5.525122788117393e-07,9.592227062703808e-10
1573,PWY3O-4158,PWY3O-123,3.1438483108841006e-07,6.237794267627185e-10
1574,PWY3O-4158,PWY3O-4107,1.197034357742346e-06,9.779692465215244e-10
1575,PWY3O-4158,PWY3O-2,4.64178810672205e-06,8.83140811781212e-10
1576,PWY3O-4158,PWY3O-4153,2.0754935472259535e-06,8.478323313831509e-10
1577,PWY3O-4158,PWY-6074-1,7.334573701630586e-07,9.260825380846698e-10
1578,PWY3O-4158,PWY-6123-1,2.1354433314910657e-06,7.604855169127726e-10
1579,PWY3O-4158,PWY3O-10,7.362177259289638e-06,1.136138465939759e-09
1580,PWY3O-4158,PWY3O-13,1.0155548592668697e-05,1.0371271030094665e-09
1581,PWY3O-4158,PWY3O-8514,3.5736522939500616e-06,9.191492525591724e-10
1582,PWY3O-4158,PWY3O-6336,7.5358241800693025e-06,1.1376546165563561e-09
1583,PWY3O-4158,PWY-5694,1.6888543807393324e-06,8.088383049517875e-10
1584,PWY3O-4158,PWY-6126-1,4.1169773569283745e-06,1.0996200205471087e-09
1585,PWY3O-4158,PWY0-162,6.601433559130859e-06,1.0915068715494145e-09
1586,PWY3O-4158,PWY3O-4109,9.425070882085356e-06,6.293450108230072e-10
1587,PWY3O-4158,PWY3O-4112,8.529243851323187e-06,6.106274234910644e-10
1588,PWY3O-4158,PWY-7220-1,2.403684093644633e-06,9.273472583505529e-10
1589,PWY3O-4158,PWY3O-4105,8.973827901524038e-06,6.294772658195874e-10
1590,PWY3O-4158,PWY3O-69,2.767705077051231e-06,1.201260884136819e-09
1591,PWY3O-4158,PWY-7222-1,2.403684093644633e-06,9.273472583505529e-10
1592,PWY3O-4158,PWY-821-1,4.667689738646034e-06,1.2231891348653128e-09
1593,PWY3O-4158,PWY-6075-1,1.5721740553685347e-06,8.398365680387473e-10
1594,PWY3O-4158,PWY3O-4031,7.4976260057551115e-06,1.096144152888174e-09
1595,PWY3O-4158,PWY-6482-1,3.74957125436552e-06,1.5316876039074835e-09
1596,PWY3O-4158,PWY3O-954,9.599147560153043e-07,1.0255499530078037e-09
1597,PWY3O-4158,PWY-5653,1.8890504199445178e-06,1.5433418463599e-09
1598,PWY3O-4158,PWY-7219,1.7132954351462208e-06,1.48723562078665e-09
1599,PWY3O-4158,PWY-7221,2.7755061355928175e-06,9.178261030399528e-10
1600,PWY3O-4158,PWY3O-285,8.934468866714847e-06,9.84840042627298e-10
1601,PWY3O-4158,PWY0-662,2.1746701541718508e-06,1.4382739114893193e-09
1602,PWY3O-4158,PWY-5084,1.5300021871662905e-06,5.902786215919331e-10
1603,PWY3O-4158,PWY-7176,2.0505947728016256e-06,1.0171601055563619e-09
1604,PWY3O-4158,PWY-6125,4.211929012645686e-06,9.435324849116678e-10
1605,PWY3O-4158,PWY3O-4108,7.431149638999343e-06,5.609261502867862e-10
1606,PWY3O-4158,PWY3O-981,2.489727583921711e-06,8.233226137307246e-10
1607,PWY3O-4158,PWY3O-31704,3.003412153718524e-06,8.342811538107011e-10
1608,PWY3O-4158,PWY3O-2220,6.471525776814813e-07,9.986922495084588e-10
1609,PWY3O-4158,PWY-2201,1.0310593511316135e-05,1.0452750923880915e-09
1610,PWY3O-4158,PWY3O-4120,1.6018176706023482e-06,6.741656862804496e-10
1611,PWY3O-4158,PWY-6614,6.548808109593203e-07,7.579639015732874e-10
1612,PWY3O-4158,PWY3O-1,7.51259448196005e-07,1.0434159002722291e-09
1613,PWY3O-4158,PWY3O-214,8.690049092230426e-06,5.975006251533573e-10
1614,PWY3O-4158,PWY3O-50,1.5266732649516766e-06,1.3252372091594416e-09
1615,PWY3O-4158,PWY3O-20,5.103169884300736e-06,1.2013111780368967e-09
1616,PWY3O-4158,PWY3O-4115,8.829275793478038e-06,5.98189416902306e-10
1617,PWY3O-4158,PWY3O-440,8.958342929273324e-07,8.887244969517187e-10
1618,PWY3O-4158,PWY3O-259,9.490344037027785e-07,9.415023846257722e-10
1619,PWY3O-4158,PWY3O-697,7.79880089053951e-06,9.758259372546935e-10
1620,PWY3O-4158,PWY-5760-1,1.1067314379198275e-06,8.090142090057218e-10
1621,PWY3O-4158,PWY-5041,1.3633965802847945e-06,1.2624042410044394e-09
1622,PWY3O-4158,PWY3O-4300,2.3685056226246145e-06,8.656818796142598e-10
1623,PWY3O-4158,PWY3O-1565,4.847062231885835e-06,1.496006861693159e-09
1624,PWY3O-4158,PWY3O-15,2.02004440498285e-06,3.1173524768253855e-09
1625,PWY3O-450,PWY3O-123,5.534930019785533e-08,9.883803606759881e-10
1626,PWY3O-450,PWY3O-4107,1.9860945972895962e-07,1.4603636744776444e-09
1627,PWY3O-450,PWY3O-2,9.231174330000371e-07,1.5806805359589676e-09
1628,PWY3O-450,PWY3O-4153,4.4968002008955066e-07,1.6532353679762892e-09
1629,PWY3O-450,PWY-6074-1,1.5600773243263908e-07,1.7728151412799896e-09
1630,PWY3O-450,PWY-6123-1,3.158480216275504e-07,1.012333402652405e-09
1631,PWY3O-450,PWY3O-10,2.3156139841918824e-06,3.2161305335998365e-09
1632,PWY3O-450,PWY3O-13,9.993808907929887e-07,9.18548612861203e-10
1633,PWY3O-450,PWY3O-8514,6.128307027973023e-07,1.4185895898085703e-09
1634,PWY3O-450,PWY3O-6336,2.3285615423601555e-06,3.1638064434241244e-09
1635,PWY3O-450,PWY-5694,1.1217454214307702e-07,4.83510957513263e-10
1636,PWY3O-450,PWY-6126-1,1.1597294976140286e-06,2.787811292341415e-09
1637,PWY3O-450,PWY0-162,1.1366191161997132e-06,1.6913974943448114e-09
1638,PWY3O-450,PWY3O-4109,2.314563888683309e-06,1.3909638754106424e-09
1639,PWY3O-450,PWY3O-4112,2.213945708017007e-06,1.4265114098047727e-09
1640,PWY3O-450,PWY-7220-1,6.662674108415494e-07,2.3134285098664907e-09
1641,PWY3O-450,PWY3O-4105,2.2125379339064314e-06,1.3968042512035551e-09
1642,PWY3O-450,PWY3O-69,7.298628020189878e-07,2.851026570386671e-09
1643,PWY3O-450,PWY-7222-1,6.662674108415494e-07,2.3134285098664907e-09
1644,PWY3O-450,PWY-821-1,6.677472636381454e-07,1.5748756217880787e-09
1645,PWY3O-450,PWY-6075-1,4.883364573868008e-07,2.347771429744235e-09
1646,PWY3O-450,PWY3O-4031,6.134681444348749e-07,8.071949268879932e-10
1647,PWY3O-450,PWY-6482-1,3.447178090471834e-07,1.2673448862028803e-09
1648,PWY3O-450,PWY3O-954,1.977661832184796e-07,1.9015979155623038e-09
1649,PWY3O-450,PWY-5653,1.8011306440977322e-07,1.3243607677189207e-09
1650,PWY3O-450,PWY-7219,4.934623582552891e-07,3.855174673869446e-09
1651,PWY3O-450,PWY-7221,1.3332196370709934e-06,3.967915586520813e-09
1652,PWY3O-450,PWY3O-285,2.6344488257582606e-06,2.613540501744306e-09
1653,PWY3O-450,PWY0-662,3.1567410295247804e-07,1.8790125175742744e-09
1654,PWY3O-450,PWY-5084,2.631504594685231e-07,9.13716873154594e-10
1655,PWY3O-450,PWY-7176,2.5527396264114434e-07,1.1396159046479659e-09
1656,PWY3O-450,PWY-6125,1.6693191564481822e-06,3.365562815419722e-09
1657,PWY3O-450,PWY3O-4108,2.1935204273337013e-06,1.4901633337864818e-09
1658,PWY3O-450,PWY3O-981,3.5069317962775186e-07,1.043729701273071e-09
1659,PWY3O-450,PWY3O-31704,9.19848915710619e-07,2.2996222892765475e-09
1660,PWY3O-450,PWY3O-2220,1.1672613809496299e-07,1.6211963624300416e-09
1661,PWY3O-450,PWY-2201,1.7678089118851108e-06,1.6129643356615974e-09
1662,PWY3O-450,PWY3O-4120,4.2295022985406146e-07,1.602084203992657e-09
1663,PWY3O-450,PWY-6614,1.748155524700965e-07,1.820995338230172e-09
1664,PWY3O-450,PWY3O-1,1.3070149624604933e-07,1.6337687030756166e-09
1665,PWY3O-450,PWY3O-214,2.3037586013677118e-06,1.4255931939156633e-09
1666,PWY3O-450,PWY3O-50,4.336769568315526e-07,3.3881012252465047e-09
1667,PWY3O-450,PWY3O-20,8.11211811547811e-07,1.7186690922623114e-09
1668,PWY3O-450,PWY3O-4115,2.335752850510776e-06,1.4242395429943757e-09
1669,PWY3O-450,PWY3O-440,1.006187236319215e-07,8.983814609992992e-10
1670,PWY3O-450,PWY3O-259,2.443969020576882e-07,2.182115196943645e-09
1671,PWY3O-450,PWY3O-697,1.5760139082313222e-06,1.7747904371974349e-09
1672,PWY3O-450,PWY-5760-1,2.5732694958472515e-07,1.6929404577942444e-09
1673,PWY3O-450,PWY-5041,1.5716844021855848e-07,1.3097370018213205e-09
1674,PWY3O-450,PWY3O-4300,4.7339397566090736e-07,1.5572170252003533e-09
1675,PWY3O-450,PWY3O-1565,4.3221312152073883e-07,1.2005920042242746e-09
1676,PWY3O-450,PWY3O-15,2.8844403776910273e-07,4.006167191237538e-09
1677,PWY3O-123,PWY3O-4107,8.203497871865974e-08,6.893695690643674e-10
1678,PWY3O-123,PWY3O-2,4.957264909542455e-07,9.701105498126137e-10
1679,PWY3O-123,PWY3O-4153,1.0340702176603254e-07,4.344832847312292e-10
1680,PWY3O-123,PWY-6074-1,5.0964407416985664e-08,6.618754209998138e-10
1681,PWY3O-123,PWY-6123-1,2.2032160286639587e-07,8.070388383384465e-10
1682,PWY3O-123,PWY3O-10,1.7907883028436643e-06,2.842521115624864e-09
1683,PWY3O-123,PWY3O-13,1.424906711999629e-06,1.49675074789877e-09
1684,PWY3O-123,PWY3O-8514,1.3930987000641346e-06,3.6854462964659647e-09
1685,PWY3O-123,PWY3O-6336,1.7980045874127928e-06,2.7919325891502995e-09
1686,PWY3O-123,PWY-5694,1.5868455293794765e-07,7.816973051130426e-10
1687,PWY3O-123,PWY-6126-1,2.6181077664019756e-07,7.192603753851581e-10
1688,PWY3O-123,PWY0-162,5.950999568726491e-07,1.0120747565861378e-09
1689,PWY3O-123,PWY3O-4109,1.2035291767442476e-06,8.265997093023677e-10
1690,PWY3O-123,PWY3O-4112,1.1071415805748372e-06,8.1527362339826e-10
1691,PWY3O-123,PWY-7220-1,1.2618154500918872e-07,5.007204167031298e-10
1692,PWY3O-123,PWY3O-4105,1.1399552327087888e-06,8.224785228779139e-10
1693,PWY3O-123,PWY3O-69,2.3534598756249174e-07,1.0506517301896952e-09
1694,PWY3O-123,PWY-7222-1,1.2618154500918872e-07,5.007204167031298e-10
1695,PWY3O-123,PWY-821-1,5.635610522724375e-07,1.5190324859095352e-09
1696,PWY3O-123,PWY-6075-1,1.8017869537905907e-07,9.899928317530718e-10
1697,PWY3O-123,PWY3O-4031,3.6963657139338764e-07,5.558444682607333e-10
1698,PWY3O-123,PWY-6482-1,2.6400722528111847e-07,1.1092740558030189e-09
1699,PWY3O-123,PWY3O-954,1.8271173180119074e-07,2.0078212285845137e-09
1700,PWY3O-123,PWY-5653,1.0290525366269212e-07,8.647500307789253e-10
1701,PWY3O-123,PWY-7219,1.356292146633332e-07,1.2109751309226177e-09
1702,PWY3O-123,PWY-7221,3.101906592233923e-07,1.0550702694673206e-09
1703,PWY3O-123,PWY3O-285,7.384956160193103e-07,8.372966168019391e-10
1704,PWY3O-123,PWY0-662,1.345921079104445e-07,9.155925708193502e-10
1705,PWY3O-123,PWY-5084,1.4416186847448974e-07,5.720709066448005e-10
1706,PWY3O-123,PWY-7176,1.0147179049123245e-07,5.177132167920022e-10
1707,PWY3O-123,PWY-6125,3.902230789304044e-07,8.991315182728213e-10
1708,PWY3O-123,PWY3O-4108,8.238109215296175e-07,6.396047527403863e-10
1709,PWY3O-123,PWY3O-981,2.8210767988978654e-07,9.595499315979133e-10
1710,PWY3O-123,PWY3O-31704,3.123380203787538e-07,8.923943439392967e-10
1711,PWY3O-123,PWY3O-2220,2.537509313520224e-08,4.0277925611432134e-10
1712,PWY3O-123,PWY-2201,6.310440094164979e-07,6.580229503821667e-10
1713,PWY3O-123,PWY3O-4120,9.967752666545684e-08,4.3150444443920707e-10
1714,PWY3O-123,PWY-6614,5.7181160150878894e-08,6.807280970342724e-10
1715,PWY3O-123,PWY3O-1,2.7702795230857054e-08,3.957542175836722e-10
1716,PWY3O-123,PWY3O-214,1.0888688192202804e-06,7.700628141586142e-10
1717,PWY3O-123,PWY3O-50,1.6610618031739085e-07,1.4830908956909897e-09
1718,PWY3O-123,PWY3O-20,2.9262799509339917e-07,7.085423610009665e-10
1719,PWY3O-123,PWY3O-4115,1.1110079708822894e-06,7.742215824963688e-10
1720,PWY3O-123,PWY3O-440,9.638639146444152e-08,9.835346067800155e-10
1721,PWY3O-123,PWY3O-259,4.794714746810134e-08,4.892566068173606e-10
1722,PWY3O-123,PWY3O-697,4.3359639430772396e-07,5.580391175131583e-10
1723,PWY3O-123,PWY-5760-1,8.603981677530728e-08,6.469159156038142e-10
1724,PWY3O-123,PWY-5041,1.518783431531263e-07,1.4464604109821553e-09
1725,PWY3O-123,PWY3O-4300,2.692206623881139e-07,1.012107753338774e-09
1726,PWY3O-123,PWY3O-1565,3.188965360349209e-07,1.0123699556664156e-09
1727,PWY3O-123,PWY3O-15,7.776142358326869e-08,1.2343083108455349e-09
1728,PWY3O-4107,PWY3O-2,1.4259008820493693e-06,1.1489934585409906e-09
1729,PWY3O-4107,PWY3O-4153,4.528176826646119e-07,7.834215963055569e-10
1730,PWY3O-4107,PWY-6074-1,1.6375893994326327e-07,8.757162563810869e-10
1731,PWY3O-4107,PWY-6123-1,6.240272647126231e-07,9.412175938350273e-10
1732,PWY3O-4107,PWY3O-10,2.2679987499103594e-06,1.4823521241244178e-09
1733,PWY3O-4107,PWY3O-13,3.045392083574191e-06,1.3172111088123664e-09
1734,PWY3O-4107,PWY3O-8514,1.0294795112161426e-06,1.121437376052443e-09
1735,PWY3O-4107,PWY3O-6336,2.3552773512309366e-06,1.5059318102499595e-09
1736,PWY3O-4107,PWY-5694,4.243534226922207e-07,8.607574496799609e-10
1737,PWY3O-4107,PWY-6126-1,8.211180835385266e-07,9.288666103376999e-10
1738,PWY3O-4107,PWY0-162,8.736939874633814e-07,6.118305234337405e-10
1739,PWY3O-4107,PWY3O-4109,1.9007171222158292e-06,5.375331227985942e-10
1740,PWY3O-4107,PWY3O-4112,1.7598708902659454e-06,5.336176137859143e-10
1741,PWY3O-4107,PWY-7220-1,5.267976306730528e-07,8.607804422762301e-10
1742,PWY3O-4107,PWY3O-4105,1.817239280233418e-06,5.398809507526495e-10
1743,PWY3O-4107,PWY3O-69,2.85301081279249e-07,5.24450517057443e-10
1744,PWY3O-4107,PWY-7222-1,5.267976306730528e-07,8.607804422762301e-10
1745,PWY3O-4107,PWY-821-1,8.972601206447645e-07,9.95849190504733e-10
1746,PWY3O-4107,PWY-6075-1,4.0833933044507174e-07,9.238446390159994e-10
1747,PWY3O-4107,PWY3O-4031,1.2313144921445074e-06,7.624238341452058e-10
1748,PWY3O-4107,PWY-6482-1,1.4056086279428993e-06,2.431848837271452e-09
1749,PWY3O-4107,PWY3O-954,1.3460021845938932e-07,6.090507622596802e-10
1750,PWY3O-4107,PWY-5653,2.787295174805326e-07,9.644619982025349e-10
1751,PWY3O-4107,PWY-7219,2.9432021531801523e-07,1.0820596151397618e-09
1752,PWY3O-4107,PWY-7221,4.881295535503295e-07,6.836548369052233e-10
1753,PWY3O-4107,PWY3O-285,1.9428327934764303e-06,9.07018110866681e-10
1754,PWY3O-4107,PWY0-662,3.7222726397726523e-07,1.0426534004965412e-09
1755,PWY3O-4107,PWY-5084,4.4842159545975403e-07,7.32715025261036e-10
1756,PWY3O-4107,PWY-7176,1.7394760495926961e-07,3.6543614487241517e-10
1757,PWY3O-4107,PWY-6125,8.574830701790774e-07,8.135512999801493e-10
1758,PWY3O-4107,PWY3O-4108,1.315635016768752e-06,4.2059942991328394e-10
1759,PWY3O-4107,PWY3O-981,7.09525413895377e-07,9.937330726826008e-10
1760,PWY3O-4107,PWY3O-31704,6.864521577553112e-07,8.075907738297778e-10
1761,PWY3O-4107,PWY3O-2220,1.3924947186828786e-07,9.101272671129925e-10
1762,PWY3O-4107,PWY-2201,1.4944839554097215e-06,6.416848241347022e-10
1763,PWY3O-4107,PWY3O-4120,1.9712025774309874e-07,3.513730084547214e-10
1764,PWY3O-4107,PWY-6614,1.657663517101373e-07,8.125801554418496e-10
1765,PWY3O-4107,PWY3O-1,1.5141366638868424e-07,8.906686258157897e-10
1766,PWY3O-4107,PWY3O-214,1.571383904650411e-06,4.5759577887315405e-10
1767,PWY3O-4107,PWY3O-50,1.6478163265571548e-07,6.058148259401306e-10
1768,PWY3O-4107,PWY3O-20,6.266168034945587e-07,6.24742575767257e-10
1769,PWY3O-4107,PWY3O-4115,1.59956531347027e-06,4.58985742746132e-10
1770,PWY3O-4107,PWY3O-440,1.4084519692167112e-07,5.917865416876938e-10
1771,PWY3O-4107,PWY3O-259,2.072281226878178e-07,8.70706397847974e-10
1772,PWY3O-4107,PWY3O-697,1.3081479280967793e-06,6.932421452553149e-10
1773,PWY3O-4107,PWY-5760-1,2.13900169061537e-07,6.62229625577514e-10
1774,PWY3O-4107,PWY-5041,1.8850269768315565e-07,7.392262654241398e-10
1775,PWY3O-4107,PWY3O-4300,6.456984478811203e-07,9.99533201054366e-10
1776,PWY3O-4107,PWY3O-1565,1.9417533099536889e-07,2.538239620854495e-10
1777,PWY3O-4107,PWY3O-15,1.132031311228061e-07,7.398897459006934e-10
1778,PWY3O-2,PWY3O-4153,1.75561241091034e-06,7.073377964989283e-10
1779,PWY3O-2,PWY-6074-1,9.110540264728046e-07,1.1345629221330068e-09
1780,PWY3O-2,PWY-6123-1,3.057434518054361e-06,1.0739144777149144e-09
1781,PWY3O-2,PWY3O-10,7.512376752746535e-06,1.1434363398396551e-09
1782,PWY3O-2,PWY3O-13,9.629977419524578e-06,9.699816095411542e-10
1783,PWY3O-2,PWY3O-8514,2.927166749532429e-06,7.425587898357252e-10
1784,PWY3O-2,PWY3O-6336,7.5922469954100015e-06,1.130471559769208e-09
1785,PWY3O-2,PWY-5694,1.6943262525136475e-06,8.003430573989832e-10
1786,PWY3O-2,PWY-6126-1,3.5661867881614735e-06,9.394591117390605e-10
1787,PWY3O-2,PWY0-162,1.1994825082769018e-05,1.956103242460701e-09
1788,PWY3O-2,PWY3O-4109,1.678458326611332e-05,1.1054124911823841e-09
1789,PWY3O-2,PWY3O-4112,1.5664889338470676e-05,1.1061212638377825e-09
1790,PWY3O-2,PWY-7220-1,2.166745163727559e-06,8.244844610835461e-10
1791,PWY3O-2,PWY3O-4105,1.6009150174078148e-05,1.1075930658695273e-09
1792,PWY3O-2,PWY3O-69,4.3492056528700066e-06,1.8618174883861327e-09
1793,PWY3O-2,PWY-7222-1,2.166745163727559e-06,8.244844610835461e-10
1794,PWY3O-2,PWY-821-1,4.056217332217208e-06,1.0483890752693741e-09
1795,PWY3O-2,PWY-6075-1,1.898275541565272e-06,1.0001451746919243e-09
1796,PWY3O-2,PWY3O-4031,5.0959055472742605e-06,7.34809740053967e-10
1797,PWY3O-2,PWY-6482-1,2.5494996826877643e-06,1.0271956819854005e-09
1798,PWY3O-2,PWY3O-954,1.0538746850281634e-06,1.1105107323795187e-09
1799,PWY3O-2,PWY-5653,1.407078843099745e-06,1.133826626188352e-09
1800,PWY3O-2,PWY-7219,1.39944067424408e-06,1.198151262195274e-09
1801,PWY3O-2,PWY-7221,4.454931103896969e-06,1.4530107970962064e-09
1802,PWY3O-2,PWY3O-285,1.1140116838389612e-05,1.2111455575548611e-09
1803,PWY3O-2,PWY0-662,1.7219493569350107e-06,1.1232546359654344e-09
1804,PWY3O-2,PWY-5084,1.8338371962631905e-06,6.978071523071501e-10
1805,PWY3O-2,PWY-7176,1.9814187809845197e-06,9.693829652566143e-10
1806,PWY3O-2,PWY-6125,6.129108309486353e-06,1.3541998032448857e-09
1807,PWY3O-2,PWY3O-4108,1.206552137832139e-05,8.982669281061189e-10
1808,PWY3O-2,PWY3O-981,3.0373879558908224e-06,9.906679569115533e-10
1809,PWY3O-2,PWY3O-31704,3.907839216931724e-06,1.070640881351157e-09
1810,PWY3O-2,PWY3O-2220,5.378733488026306e-07,8.186808961988289e-10
1811,PWY3O-2,PWY-2201,8.85733191298114e-06,8.856446268354305e-10
1812,PWY3O-2,PWY3O-4120,1.1913374267186494e-06,4.945360841505393e-10
1813,PWY3O-2,PWY-6614,6.487913157925531e-07,7.406293559275722e-10
1814,PWY3O-2,PWY3O-1,7.118036297650954e-07,9.750734654316376e-10
1815,PWY3O-2,PWY3O-214,1.3745326694042168e-05,9.32139339077863e-10
1816,PWY3O-2,PWY3O-50,3.330369217990564e-06,2.851343508553565e-09
1817,PWY3O-2,PWY3O-20,3.879599575049147e-06,9.00766095901822e-10
1818,PWY3O-2,PWY3O-4115,1.407671381480565e-05,9.406424199669663e-10
1819,PWY3O-2,PWY3O-440,1.119693520418429e-06,1.0955905287851556e-09
1820,PWY3O-2,PWY3O-259,7.461395538846851e-07,7.300778413744472e-10
1821,PWY3O-2,PWY3O-697,7.491049063203224e-06,9.244784725661142e-10
1822,PWY3O-2,PWY-5760-1,1.4808982768968507e-06,1.0676988297742255e-09
1823,PWY3O-2,PWY-5041,8.751439771508919e-07,7.992182439734173e-10
1824,PWY3O-2,PWY3O-4300,2.549247203674586e-06,9.189788044969668e-10
1825,PWY3O-2,PWY3O-1565,2.6488618481342067e-06,8.063506387014329e-10
1826,PWY3O-2,PWY3O-15,7.78466505211244e-07,1.1848805254356834e-09
1827,PWY3O-4153,PWY-6074-1,2.659954635745455e-07,7.112178170442393e-10
