,MKT1,MIP1,HAL9,LMO1,VPS70,BUL2,VPS36,RSF1,FLO5
FAF1,8.435920562225229e-09,3.591305833844968e-11,3.2498739189980367e-09,1.740873852454275e-11,8.393469470418102e-11,2.013290830813089e-09,2.0558592529187956e-11,1.0419577848355645e-10,2.963808059012318e-09
RPL2B,8.600355897347361e-09,5.896106311170143e-11,3.448432669460054e-09,9.239317765747114e-12,2.662999582345534e-10,2.0840269495001345e-09,1.369294868835995e-10,3.9830849662669354e-10,2.9934760398283174e-09
VID28,6.3629730924940905e-09,2.623017066407377e-10,3.6116471130438114e-09,4.906387810243006e-10,1.3856055772625208e-10,2.1753867280210407e-09,3.834101174246606e-10,1.247283936781217e-09,3.261034190977847e-09
BAR1,7.784988940800429e-09,4.611145913998185e-10,2.587060406606873e-09,8.85123848454557e-10,6.635941280966069e-10,1.8086451428376874e-09,2.4418225611322824e-09,5.155053304660295e-10,2.587375100300326e-09
MNT3,7.020821187941712e-09,3.0924356396968944e-10,1.6506951530182059e-09,6.342262237660532e-10,6.436364102536791e-10,1.949469458894849e-09,3.005629172838185e-09,3.884094780816418e-10,2.7490594415985083e-09
PDR11,9.238743028344153e-09,2.1658270507643526e-10,1.97339837997097e-09,1.132345508141334e-09,1.7925965496501174e-09,1.8807689413287992e-09,9.065950279746669e-10,1.0189851238328495e-09,2.6170851973111603e-09
YIL012W,1.3938853045380547e-08,1.283674955068102e-10,4.047003879978524e-09,2.029603507018662e-09,3.938776108401051e-09,1.1823585400064464e-09,1.829363848868371e-11,1.2460721619475826e-09,4.570171738959356e-09
TIR3,1.2726974143335968e-08,5.7896568712401933e-11,4.609809310205373e-09,2.444506514121234e-09,3.3600748670464324e-09,1.6020613019153412e-09,1.45731289653868e-11,1.6412552922616386e-09,3.98065487697469e-09
DOT5,1.3851196413502323e-08,1.4223740792759613e-10,3.6761694280055235e-09,2.463318556796146e-09,2.548774198352276e-09,9.94858354642152e-10,1.9437089425446444e-11,1.5956700048447608e-09,5.821253954198896e-09
EST3,1.2216542410085892e-08,4.2645563006589633e-10,2.729695656044597e-09,2.643661969070167e-09,3.8312367641229665e-09,9.475759423593806e-10,2.041624963795878e-11,2.5428473279542013e-09,3.509592066773072e-09
FAA3,8.662786187322872e-09,1.030354483690954e-09,1.8368917876005775e-09,5.100093033875086e-09,2.116623201000956e-09,4.742147527641914e-10,1.7982688032095908e-10,2.929507069518858e-09,5.401961920831748e-09
URM1,5.369397088146938e-09,3.739399223731502e-10,1.3694438576852496e-09,5.353120668564887e-09,1.5572519094018682e-09,3.1615277875629054e-10,4.1904617766961834e-10,3.036444557368447e-09,4.805646596018158e-09
BET1,2.4490488139078417e-09,1.1157725329787494e-09,4.2602460464110513e-10,5.7344193355056565e-09,1.672806795537742e-11,2.525472138076847e-09,1.743953341972097e-10,4.726592604599832e-09,8.915913305110784e-09
CFD1,1.7380843820481998e-09,1.5489285070263024e-09,9.088340329925879e-11,6.283454787702376e-09,1.3512276414432238e-11,2.5545808925839755e-09,1.882135175876183e-10,3.3739766957752335e-09,1.1735018375263599e-08
YIL001W,2.616230658960481e-10,8.302086733072226e-10,8.343372137338023e-11,6.408583618525056e-09,1.3026682195540353e-10,1.5089735698734023e-09,1.439467077428713e-10,3.5076697841188776e-09,1.494937272315338e-08
MPH1,1.603188577135248e-09,3.035127820291451e-10,4.689547738659794e-10,7.253397117621381e-09,1.0344754651851064e-11,1.0574967144125713e-09,2.487706746481505e-10,2.3279428245526266e-09,1.5497924950088263e-08
AIM21,1.3426948937417371e-09,2.9208671896936185e-10,4.751428880956335e-10,5.206418145181914e-09,1.8526503803081006e-10,3.1166748396321124e-10,4.258795075569653e-10,2.960439445162518e-09,1.934343380574607e-08
DJP1,1.3231327166008639e-09,4.219041326570495e-10,3.62287925818183e-10,5.410467523724057e-09,2.1388351634839886e-10,2.6886719554025905e-10,5.079537755345042e-10,3.3742762812978427e-09,1.900567373994673e-08
PAN1,9.019928868320896e-10,3.7552738477449653e-10,3.234193597350601e-10,5.358268944141623e-09,3.08752309361355e-10,5.567889729671195e-10,4.294273197559029e-10,2.473769921921745e-09,2.056937018464381e-08
EGH1,6.304044929503414e-11,4.0051683203336667e-10,1.7836089921168418e-10,5.208781365335878e-09,2.8193657714188013e-10,1.2050210703062074e-09,8.722801360969889e-10,2.8552271305815585e-09,1.1307714330340534e-08
PRI1,6.408242447836522e-11,3.913598547188489e-10,2.08723003918911e-10,4.9373433312775105e-09,2.9174753904745686e-10,1.5502731279868888e-09,1.1759736036718392e-09,2.281832900944003e-09,1.180290922684565e-08
DSN1,1.536481519187393e-10,8.752038812266629e-11,1.3420187572808246e-09,2.5463931642812978e-09,5.194450189606878e-10,1.531293133174353e-09,1.876643587662801e-09,1.5177837703175014e-09,1.2179246969627953e-08
SQT1,5.517893495836505e-12,9.002710338749837e-11,2.268688793531722e-09,4.90802035986572e-10,7.329194552547625e-10,1.1915388380556803e-09,6.424336691362299e-10,1.3756887662242875e-09,1.5140791434665015e-08
YIR016W,6.995254292112964e-12,4.1457657124328e-10,4.34115535851311e-09,6.392920568633445e-10,9.565113541885703e-10,7.379312824400789e-10,1.3312265629900157e-09,9.582470943801841e-10,1.75580432663335e-08
MET28,1.227472142912445e-12,7.257379370489806e-10,3.5692364990636474e-09,1.2686225121489152e-10,1.4568720241859018e-09,4.4130167032045345e-10,1.655289866540148e-09,1.5982541649699334e-09,1.7235951535991392e-08
YAP5,1.7606500733039026e-11,7.594476333466152e-10,3.359077058251289e-09,8.472258695398156e-11,9.614009610854594e-10,2.954065255022468e-10,1.6697565067710434e-09,8.549519945839592e-10,1.517086345825664e-08
YIR018C-A,1.0880901994517114e-09,8.181762683393112e-10,2.2691985535927257e-09,1.0738828641884972e-10,1.422935586696999e-11,8.592367107185885e-11,8.586381955997188e-10,2.5331767589487676e-11,9.082798171653475e-09
FLO11,1.9131384184983606e-09,8.190286247108717e-10,1.8702456610217003e-09,3.38387650968008e-11,1.0477164205005537e-10,8.328161479397474e-11,6.041638780338547e-10,1.6238027859345133e-10,1.3230977172349718e-08
YIR020C,2.778612419279771e-09,1.4784784883242245e-09,1.866286549980065e-09,2.9041904114700565e-11,1.0094886472474184e-10,1.3186514800938359e-10,6.345822243106414e-10,4.001168314759179e-11,1.2531740082855996e-08
MRS1,1.4184945304258887e-09,1.6932558761310838e-09,1.1798417723793569e-09,7.777843630402436e-11,8.51293131220566e-11,1.1660617608969576e-10,2.826556849091828e-10,1.9773244420749243e-10,8.861932887293025e-09
YIR021W-A,8.308222896012814e-10,2.022193278685295e-09,1.1935553449426694e-09,4.1466425776691406e-10,2.7217466684229873e-10,1.285505157912139e-10,6.32909677463188e-11,6.25170694102366e-12,1.1934216341853652e-08
SEC11,1.013403864483775e-09,2.147313888265145e-09,2.632918013010999e-10,2.1840594097747383e-10,1.455144149218923e-10,9.922840454631216e-11,1.27221638072986e-10,5.4752584826002225e-12,1.2211664138085767e-08
DAL81,5.773577586599901e-10,3.5134172373854415e-09,6.954624459023691e-10,1.0356652446575803e-09,7.732830624895614e-10,2.2855545878749935e-10,2.8940534143117333e-10,4.615168139320473e-10,6.392365943938356e-09
INA22,1.2554426668549409e-09,3.1625279764915783e-09,1.0403251925465954e-09,1.127325722308169e-09,1.6542185699208915e-09,1.866042513864442e-10,2.0999903743825942e-10,5.281874635876233e-10,6.348496554452419e-09
MND2,1.0832851658129748e-09,2.9516707927991143e-09,1.2089586556020506e-09,1.5190987946355746e-09,2.0408296040013395e-09,6.238208654288392e-11,1.7293401964670474e-10,4.972881951110307e-10,5.865338032139332e-09
YVH1,8.892961460230946e-10,3.2456674862541285e-09,1.3065025082488448e-09,1.5464974273918788e-09,2.2477947126347186e-09,5.435371659410185e-11,3.584640639861997e-10,3.364265588346084e-10,5.651580197367355e-09
DAL1,8.129123910038677e-10,2.8816145931135714e-09,1.119975922748574e-09,1.7282652235180737e-09,2.043508375789344e-09,1.4709414970847292e-10,1.794512243151435e-10,1.2117273329797333e-10,4.8304162209795275e-09
DAL4,1.9871537017408868e-10,1.278800256682249e-09,4.661740105753576e-10,1.379247429203941e-09,2.2907656984259057e-09,3.577274398845588e-11,3.3102667017910543e-10,5.631082111873296e-11,3.537311169219642e-09
DAL2,1.0556509531316011e-11,9.255651923084724e-10,5.270690970625906e-10,9.069637382591022e-10,2.7915149226133907e-09,4.874880466619198e-11,2.586300607092181e-10,1.6671429500675258e-10,3.613263694654594e-09
DCG1,3.2372448524865775e-11,6.263281887862126e-10,8.551551833546962e-10,6.912821048907586e-10,2.581681510898746e-09,8.814442363003334e-11,2.1822468289896412e-10,1.1773321643648882e-10,3.6236032836102797e-09
DAL7,1.682267572677114e-11,2.5355805129944832e-11,1.0653122295354154e-09,1.7856244509407133e-09,1.515304987331168e-09,1.0936722996097115e-10,2.520112355710305e-10,3.172629574228362e-10,2.8803626210484165e-09
DAL3,1.8895504036139727e-10,1.3798962195373944e-10,1.1119192720206381e-09,2.091912833851156e-09,5.508690216430615e-10,4.2904947672106505e-11,1.293988642227304e-10,6.847238920604689e-10,1.961072926933425e-09
MGA2,4.4479845492825537e-10,1.0093521468266915e-09,1.163831601898093e-09,1.3674587562021621e-09,8.168271249096285e-10,4.443517409359987e-11,1.2347443531760687e-10,5.510646212369775e-10,1.665156546345109e-09
LYS1,9.68290526697708e-10,9.853371626049814e-10,1.6676293554857025e-09,2.3670861917208905e-10,1.1771817021757563e-09,3.147264394163061e-10,1.2365312379482483e-10,1.5382160331993236e-10,1.2615718154796245e-09
NRE1,7.895436465046142e-10,2.044907906033524e-09,2.071389756148158e-09,2.8698764207706043e-10,3.3217745812603793e-10,1.9679826593351303e-10,1.5976368862333923e-10,7.815646103018039e-12,6.507175711669521e-10
IRC24,3.186808992994026e-10,1.050805380716534e-09,1.5406327308806504e-09,1.090823383949469e-09,1.198864376702565e-10,1.5128477211418156e-10,5.510313255401818e-10,3.454593001075687e-10,9.936358898897786e-11
HYR1,1.0717340671435866e-09,1.2212743585249203e-09,5.430582577734704e-10,1.2351487789027062e-09,6.585809974049607e-11,1.1740741902176175e-10,1.7079772300656498e-10,4.666273843381716e-10,9.042826614005821e-11
GTT1,1.6792051481723154e-10,1.902938251513175e-09,1.1897528125676433e-09,2.9771472510917086e-09,4.063512139851188e-10,7.460365540978276e-11,2.9600774912625775e-10,6.107773873483953e-11,1.0113241611699993e-09
YPS6,1.306133668458821e-10,1.338272625952059e-09,9.37726438232594e-10,3.0374458269764596e-09,6.105503854495373e-11,6.706450221329578e-11,3.024758483196149e-10,6.543460378989594e-11,6.087105905944332e-10
IMA5,5.2018023001305505e-09,6.220705758489445e-09,4.5362689911414075e-10,2.1289038293501643e-09,8.45053814755561e-10,1.7067462543669912e-09,5.318574990835927e-09,1.1575013731905073e-09,5.0973311264510925e-09
HXT8,5.517656488349317e-09,5.995286630295262e-09,6.890486709209019e-10,1.8474144861008779e-09,3.8622568380302067e-10,2.296074722371995e-09,5.2679580193468085e-09,6.162159506924315e-10,3.936624095409288e-09
YJL213W,7.691927810232387e-09,6.44490800998043e-09,1.2108407568497774e-09,1.2073042976268783e-09,1.647205204463571e-10,4.176803514113586e-09,4.599705027687202e-09,2.528033525301958e-10,3.1387520784429465e-09
OPT1,1.3730772938480592e-08,4.838959020483303e-09,2.3762941904144443e-10,8.228476114855172e-10,5.619078401867201e-10,5.988518643874174e-09,4.608226280804762e-09,1.4563119939649809e-10,2.99853502415242e-09
PEX2,1.9684276837606137e-08,4.795446902013e-09,3.228327491029408e-11,5.963775648737036e-10,4.59199386657014e-10,5.827852351890992e-09,3.853562744685849e-09,2.909114833434315e-10,1.752054788465952e-09
CBP1,1.9860942318319676e-08,3.4688757051768673e-09,1.9090576036275333e-10,3.5452650276337286e-10,4.5864219973223177e-10,3.4572253966220945e-09,3.603344870064471e-09,6.271251276467164e-10,8.403136117008137e-10
NUC1,1.75857938998048e-08,2.904154231207195e-09,6.223470656300613e-10,4.4834287275041906e-10,1.0848513176217308e-09,4.496775277265324e-09,3.933190915177183e-09,6.060449864296938e-10,1.570026094688635e-09
LAA1,1.82386917373683e-08,3.034656137352429e-09,6.862961686065052e-10,1.0911931861840431e-09,5.190451316518151e-10,4.739859690104777e-09,2.0308690620067513e-09,7.617945968367318e-10,9.31336718187477e-10
YJL206C,1.9555506723396476e-08,1.8696899917996647e-09,6.425587210358459e-10,1.1091094883609372e-09,2.484266676497783e-10,5.191374011458041e-09,6.237178785393798e-10,9.698144663634636e-10,2.1876412810475444e-10
NCE101,1.890420491879873e-08,1.5326722618085648e-09,6.349420526491412e-10,6.750132854134122e-10,4.015929790848941e-10,5.366543985275079e-09,3.513120649910779e-10,9.691109800937636e-10,1.9570270163496985e-10
RCY1,2.452446071315043e-08,1.7422402859468136e-09,9.716549294167253e-10,1.078502696826187e-09,8.23501250137827e-10,3.649340052334849e-09,3.3162996779280207e-10,5.705143732188296e-10,4.381477329165298e-10
PRP21,2.5226472840282682e-08,2.166921734207935e-09,1.4912278168606825e-09,1.6418106743315024e-09,4.2306905448640604e-10,3.5848848801260147e-09,2.681508674081494e-10,6.24613544566292e-10,3.030347594303449e-10
ECM25,2.5448315961015797e-08,2.578807669756688e-09,1.063490363376086e-09,1.520892262237461e-09,1.8236881319167764e-10,4.025336370396264e-09,3.321392337234678e-10,5.542448821043235e-10,2.1802387958994789e-10
ACO2,2.2635927696575816e-08,3.769631435576483e-09,9.766707010824896e-10,1.194916480453636e-09,3.8229721092983713e-10,2.350230455630715e-09,1.1272821347309373e-10,1.183823146230206e-10,3.443154690671098e-10
MBB1,1.9734045454143912e-08,3.386766752187152e-09,4.1786990650804157e-10,9.156233463738492e-10,4.875373743994417e-10,3.1290666967281206e-09,3.326049223538987e-10,6.998622222647704e-11,3.2786469160127903e-10
PHO90,2.4458472743969616e-08,2.8311324979358774e-09,2.379338837639588e-10,1.1016020190865948e-09,7.903005992584072e-11,2.7610380927007374e-09,6.145180363313408e-10,1.930881823251673e-10,5.200448351310732e-10
UBP12,2.079537563146551e-08,1.669390573537439e-09,7.557530218771519e-10,1.423049011025215e-09,5.847987377785372e-11,1.4349523345196927e-09,7.454259712999301e-10,1.0993357032133757e-09,4.2462641419045305e-12
ELO1,1.8337771306915068e-08,1.9667341885363727e-09,8.918277080211129e-10,1.2253901207409513e-09,8.435511747290836e-11,1.3351299296332312e-09,5.026329457666111e-10,8.971041283189814e-10,7.836399028457027e-11
CDC6,2.2289810481756598e-08,1.1938887825745554e-09,6.457497778365832e-10,1.2978351200247713e-09,1.175707682488978e-09,5.590664120943539e-10,3.3909231617975264e-10,6.543573054960486e-10,4.5487344682784864e-11
YJL193W,2.639958795620227e-08,1.838448057074068e-09,3.137916177954863e-10,2.3211597605626438e-10,7.483092548702934e-10,5.080838099874315e-10,4.213375385390344e-10,3.621934839694615e-11,2.476888483489474e-12
SOP4,2.4869465592645483e-08,1.180356152287524e-09,2.655952944006722e-11,2.665010296092782e-10,9.4755371760478e-10,1.288006829585893e-10,9.589771109489355e-10,9.750762006461274e-11,7.065116984232304e-11
RPS14B,2.6551081020001062e-08,1.827950519762994e-09,3.3723548915868753e-11,1.7812916253577714e-10,6.803718010958368e-10,1.2664213539175309e-10,1.0145154239832971e-09,4.367099146199551e-11,7.084517135220747e-11
RPS22A,2.7925522697416837e-08,2.3646266665413918e-09,5.492827264210143e-11,4.6649486855907047e-11,8.332520077256227e-10,1.6222038181697898e-10,1.1540461067954744e-09,1.1641917269394005e-10,3.2541811942414855e-10
RPL39,2.9153113667082587e-08,2.1711643802982365e-09,4.768312304635466e-11,2.362105913807424e-11,6.779577603967787e-10,1.5415552776522664e-10,1.5212003072461222e-09,2.0863660731981013e-10,3.444822043874062e-10
SWE1,2.909245885430037e-08,2.7137699327381284e-09,3.821395465058357e-11,6.703065791335178e-11,3.208233323182515e-10,7.309244036683173e-11,1.4075209837059362e-09,3.1257989401622807e-10,2.8901164797360176e-10
MNN5,2.7227393088681927e-08,2.6821309388963237e-09,5.28549886588404e-11,3.549704509983192e-11,2.8114391109676955e-10,8.01501586874205e-11,5.059244297476252e-10,8.535414436268593e-11,5.359520781542685e-10
ATG36,2.8727060988236257e-08,1.5387435587392406e-09,7.731370427734846e-11,1.9835869704330253e-10,9.043824127748137e-10,8.036080683777834e-11,4.160468405350908e-10,4.3353305980728494e-11,3.0437840491791346e-10
GON7,2.8117867298627578e-08,1.5144995782287496e-09,1.1231570100624859e-10,2.0932890110973476e-10,8.710525954647608e-10,7.759341625785153e-11,3.990232220877759e-10,3.5285069703532406e-11,3.7173412454296445e-10
MNN11,3.117452768195793e-08,2.030962154798267e-09,1.0214143896650313e-10,3.461430842274865e-10,4.404314787257591e-10,2.8366221105234393e-10,5.105938071823624e-10,7.827986161214902e-11,7.688496776202435e-10
RBH1,3.441718420341585e-08,1.0807562330770565e-09,4.5937168990598045e-11,2.4519870202777164e-10,6.849765022589169e-10,2.938876305030114e-10,8.816742661360217e-10,2.4701851469544507e-10,6.339600826318414e-10
ATP12,3.585903176325185e-08,5.186763163440253e-10,1.2544502340078278e-11,4.659146094022996e-10,1.048688075230291e-09,2.938197237966028e-10,2.0373074857111933e-10,4.771580142978397e-10,3.87300451950354e-11
PFD1,3.5562924614143926e-08,2.2002916679510533e-10,3.297531262124341e-11,5.355284754192516e-10,9.076313691621915e-10,3.887616398324472e-10,1.0796327322391588e-10,2.5474912910376234e-10,3.340419670683874e-11
ATG27,3.414484413777874e-08,2.0699648140615218e-10,5.023565307399911e-11,3.8691947980720023e-10,8.877191780142568e-10,5.364635066318267e-10,8.73993492888581e-11,1.450943994501578e-10,2.6554365554443562e-11
RPL17B,3.658110816680098e-08,1.317010150525337e-10,4.362892273727155e-10,5.951847903018278e-10,1.0222783299992726e-09,5.288298373985706e-10,1.347226020616945e-10,1.9266079839077154e-10,4.348001673799585e-11
SWI3,3.671315100408002e-08,8.27029988621865e-11,5.950248369422485e-10,2.7904264847854707e-10,1.4923161970515806e-09,5.754095294240226e-10,1.8147387006609678e-11,4.140787701237363e-10,9.100513999649143e-11
KRE9,3.347851070737486e-08,4.4036319626193306e-11,1.2501916581599702e-09,6.321506390992671e-11,9.203056336925482e-10,2.6255370804526894e-10,1.4721620208761034e-10,5.868827363931281e-10,8.317584965687682e-11
RFA3,3.402558533255811e-08,1.9082060094614176e-11,1.0697702035091396e-09,2.255336225833219e-11,7.198911554594177e-10,4.034555840733651e-11,1.632945912205498e-10,3.08756339184314e-10,4.149885171178162e-11
CPS1,3.330738064408154e-08,5.066170573667739e-11,1.15989279014541e-09,8.805585750503345e-11,6.314159917690454e-10,2.379369867642651e-10,2.554109503989787e-10,1.3319165014590594e-10,2.2970677767902618e-10
TOH1,3.1121359190725684e-08,2.9294107606457783e-10,8.311821545997106e-10,6.067263067794055e-10,1.2911403283472236e-09,7.888920465200502e-11,1.1400622908640814e-10,5.339465237250531e-11,2.9630051622368697e-10
ASG7,3.378147703935088e-08,2.881090446800718e-10,5.884409365044401e-10,1.7070058257269588e-09,3.2057067248792406e-09,3.131675446928852e-10,2.3041705807736072e-11,2.581247126619847e-10,3.738728344057189e-10
SET2,3.823062782175439e-08,4.0195282258050877e-10,2.3237708402953035e-10,1.3735478344040119e-09,6.25258846479594e-09,2.472143008552389e-10,1.0096253045212072e-10,6.476474514293761e-11,4.639942131783873e-10
ERG20,3.630888471789129e-08,2.04769787669566e-10,1.443307981055864e-10,1.0094982943993505e-09,9.270386854586503e-09,8.61940482334209e-11,6.835218677487604e-11,4.4805082841697267e-11,4.2206520437772626e-10
QCR8,3.3818308207223114e-08,2.855205693741382e-10,1.190338376272792e-10,9.714558112347003e-10,9.763774622939781e-09,5.414475135524343e-11,1.949407469518023e-11,4.6121783583059684e-11,5.092103512178985e-10
HAL5,3.6913014478545205e-08,3.1596904629038716e-10,2.6472961835169936e-10,2.203444784136194e-09,1.0570991409695888e-08,6.43948481130509e-11,3.8004141337313614e-11,3.572966236045611e-11,8.222243789142042e-10
TPK1,3.967761988657254e-08,3.886311267608923e-10,5.373717602282451e-11,2.8807281330606617e-09,9.591103779011757e-09,5.727442218454692e-11,2.6374263346850935e-11,3.720064287511927e-11,7.780035856617079e-10
YJL163C,4.29558039031849e-08,6.16948624352052e-10,4.296742285137975e-11,3.0138433862011954e-09,9.406447898210255e-09,6.429104473546531e-11,7.488132941508807e-11,3.567169267937206e-11,7.064552341901977e-10
JJJ2,4.556227584363729e-08,7.21783783863354e-10,3.239462607973997e-11,2.8547041868190483e-09,6.164704954527839e-09,1.0968418319571623e-10,3.224896788942399e-11,6.837602105671904e-11,2.10632843751331e-10
FMP33,4.4413062866123424e-08,7.47497375158245e-10,1.3815818121514247e-11,2.36226996412949e-09,5.527778757234666e-09,1.366411316449039e-10,4.0180318384125945e-11,5.946619296102295e-11,1.73898349210927e-10
PIR5,4.317085707185973e-08,8.635915607113922e-10,1.0544727702730293e-11,1.9703296495385044e-09,4.691935596912626e-09,5.2307993425473935e-11,2.3160584432331022e-11,8.436328893027572e-11,2.6962369669362766e-10
HSP150,4.118501364464833e-08,1.0665046360112176e-09,5.7176414401477746e-11,2.1845526843444558e-09,4.917074028780259e-09,6.68264413478089e-11,2.5490338345477164e-11,7.346178356293606e-11,4.0409989003348516e-10
CIS3,3.931819515649753e-08,8.340745763999892e-10,4.518306666048837e-11,2.626216983641363e-09,4.5094436181058975e-09,2.1911387867968628e-10,3.66464387311026e-11,3.1395589658804395e-11,2.870570151258063e-10
FAR1,4.078807241161063e-08,7.806614385959566e-10,2.2305555041242365e-10,2.319120277837207e-09,3.885443676371755e-09,2.7610844222181604e-10,6.528894585983683e-11,9.431435705735766e-11,3.3203167959240213e-10
SSY5,3.9379565696687586e-08,4.1852222493639736e-10,1.5609628700535544e-10,2.7452212708922287e-09,5.011893642045919e-09,2.1586636304506754e-10,1.6639026321712496e-11,2.5924111244136775e-10,4.706224103061539e-10
FBP26,4.0220848505282646e-08,3.4657967168862417e-10,2.1080140734587702e-10,2.9319768763017965e-09,5.731488994360417e-09,3.3125639613463855e-10,1.1475135181011431e-11,2.246748475740544e-10,4.021400098769154e-10
VPS35,4.014478147284383e-08,3.0558093632409414e-10,5.785330302650535e-10,3.746329548517306e-09,3.8105679115377035e-09,4.937498815934629e-10,4.324167944289783e-11,1.197065685256102e-10,2.6360091213623076e-10
INO1,3.65184550245859e-08,2.4541102942689026e-10,1.1861666884936716e-09,4.659598388626158e-09,3.270737226977971e-09,3.2855240849537015e-10,1.6880192667413038e-11,1.1288058548504793e-10,2.69035620341195e-10
SNA3,3.543199718117727e-08,1.8907303856982686e-11,1.7493901881731498e-09,6.968264014714769e-09,2.3500713500057844e-09,1.757367749810938e-10,1.4588921118164423e-11,4.1281347319968587e-10,2.0521496569627936e-10
DAS1,2.6882613847850955e-08,3.7348145426301294e-11,1.996363483833886e-09,6.845846275062223e-09,2.762527416288274e-09,5.605027876966347e-11,6.278940060388646e-11,5.433088174893896e-10,3.6439534918732986e-10
RPA34,2.680131290383154e-08,1.5318911660490232e-10,2.106788790446657e-09,7.391839972294962e-09,2.353554524800057e-09,7.266232149065421e-11,4.660775765848164e-11,4.2231072174937974e-10,4.89003761480856e-10
SMT1,2.6087790656054183e-08,1.0890823792335009e-10,1.9612172700072486e-09,6.9004878464402354e-09,2.3285794658814993e-09,5.3223179744420143e-11,1.8028387322804892e-11,1.472010482741916e-10,1.7576700838487104e-10
IDS2,2.6689410561056324e-08,1.6859646062092185e-10,1.7245556882423633e-09,7.628860388821582e-09,2.2272763623653574e-09,3.981288926019788e-11,3.368906542204984e-11,3.567037295022726e-10,2.642057449648758e-10
TIM17,3.2203632381135316e-08,3.286684216107978e-09,2.4151893468404174e-09,1.2198111489981431e-09,1.1516175304543047e-09,3.96954499678688e-10,3.2951921987672907e-11,1.4343859213813059e-09,5.1306265981274826e-11
IRC9,3.339991714090426e-08,3.847389843697611e-09,1.9471932124377643e-09,2.102644790486224e-09,3.202197008310335e-09,1.0951338468766009e-09,2.3098474613071232e-11,1.4146278584853207e-09,7.554302473529805e-13
YAK1,3.0675774911161286e-08,4.302227156423982e-09,2.995994138876348e-09,2.6356316390985135e-09,2.8132060165174754e-09,1.2134445416346963e-09,1.903314702677909e-11,1.4760525363071618e-09,3.89740958896379e-11
RPB4,2.8323046492070238e-08,4.701061297650081e-09,2.8822970865884366e-09,2.599035872773002e-09,2.8126139444483052e-09,1.4573627081551458e-09,1.4153558778172547e-11,1.304836206863322e-09,4.455764640961645e-11
YUR1,2.7133278733711117e-08,5.197588489984745e-09,2.5215524073572275e-09,2.8635643865256097e-09,3.0466755355255225e-09,1.497006488212214e-09,2.819525727110814e-11,9.660085687485294e-10,2.0999730001897495e-11
RPS21B,3.447702518905961e-08,3.4710804308737038e-09,3.0870222735106665e-09,2.683753038024384e-09,4.589406649531818e-09,1.0069813518175414e-09,5.188060357390869e-11,4.4494932289817117e-10,3.0381401981704195e-10
LCB3,3.5530007323447307e-08,3.852281079188365e-09,3.1310928005312798e-09,2.5404843479943633e-09,4.62270995484872e-09,1.0433495613738107e-09,4.7006055489129556e-11,3.9462651101784494e-10,4.4826517788160077e-10
DPI8,3.069211178848458e-08,4.88959019656127e-09,4.667439102831136e-09,1.1890491273918214e-09,4.120580726970997e-09,4.348885792888057e-09,8.358981915954573e-11,3.1331148325183866e-11,2.671316927436166e-10
MRS3,3.213697274651521e-08,4.87216079341869e-09,4.498757515326451e-09,8.870633648754348e-10,3.6255914179766933e-09,4.609834199170414e-09,3.2555832809992904e-11,5.12560298967521e-11,4.78934251558992e-10
YJL132W,2.948129983845137e-08,6.39837398786371e-09,3.6824750189264672e-09,1.5039117097984465e-10,2.640245375310709e-09,4.392417546192834e-09,1.61677263923229e-10,1.5552014718515488e-10,1.8309655607376845e-10
AIM23,3.0876333835050596e-08,6.662523629372309e-09,3.767075327469575e-09,4.9629284651482146e-11,3.8254232686483316e-09,3.2223591787890404e-09,5.154653443204732e-10,8.091383424988012e-11,1.3409872183885879e-10
URA2,3.310745011636337e-08,6.475150786755012e-09,3.829229772701799e-09,2.038085752246989e-10,3.936846347862084e-09,2.0692796827675097e-09,7.587373886117137e-10,3.296160409780335e-11,2.8292936291208478e-11
TRK1,3.035728698204038e-08,4.523426378423835e-09,4.650002449675357e-09,1.0977164685027766e-09,3.3683435453015317e-09,9.142260605312061e-10,1.0984700689623246e-09,1.0035575930219863e-10,7.586270137771738e-12
PBS2,3.5086264428797485e-08,3.5737057809115136e-09,4.429895572196548e-09,3.1590743677166864e-09,3.14601809482279e-09,1.3204923872029286e-09,3.399957918823617e-10,5.00357035644937e-10,2.0556156739817183e-10
MCO6,3.006963963320041e-08,4.3519733692135946e-09,3.905703864511944e-09,4.75075545841128e-09,4.925801776925657e-09,1.1501093515372393e-09,2.550620501589268e-10,6.92875365212512e-11,1.916502937718108e-10
SPT10,3.413057452220471e-08,1.6359660776668358e-09,3.821170028837977e-09,5.115807929442192e-09,3.5574097828537593e-09,5.286841157011031e-10,7.10776695133739e-10,2.911714643669384e-10,1.412908105025577e-09
NIT2,3.41717957933482e-08,1.786781989811215e-09,3.962513010837974e-09,4.93111972925856e-09,3.85269880720236e-09,4.936841842198169e-10,7.434964502717866e-10,2.294257083734518e-10,1.2803300315778958e-09
GCD14,3.3681175452888024e-08,1.6926750189214606e-09,3.942386610834559e-09,3.697165669140561e-09,3.818282705159589e-09,3.9557985283379453e-10,1.0438834304341208e-09,2.2644100475447734e-10,1.2391979998033552e-09
LSM1,3.516184481887313e-08,1.5295433921254036e-09,4.545022893289755e-09,3.007321132891775e-09,2.63937107775605e-09,6.789049808880873e-10,2.0937386343015792e-09,6.016291046637627e-10,1.4743536789766085e-09
