,MKT1,MIP1,HAL9,LMO1,VPS70,BUL2,VPS36,RSF1,FLO5
YAF9,1.018437049730774e-07,9.985981282856194e-08,3.866174380096328e-09,2.5702900851267768e-08,2.748002025480555e-09,2.5241329925582494e-07,4.065902600233015e-09,2.0269670130224026e-08,1.7599645974359785e-09
INP52,9.709045668032342e-08,1.0736868799602677e-07,4.179542991914205e-09,2.7569492222305976e-08,1.496271673954628e-09,2.541112281606374e-07,5.469740634257625e-09,1.7742840695928914e-08,3.363923613092203e-09
MET4,6.961590850090429e-08,1.409772321014602e-07,8.718217237801398e-09,6.064121704649741e-08,1.90125385787067e-09,5.27389565004621e-07,5.221199818590095e-09,3.8576137772393636e-08,2.455139414094483e-09
POL1,3.3089079928401495e-08,1.3389543817717787e-07,1.3870798225388037e-08,6.803908213888788e-08,1.1748794713891483e-08,7.581066166929004e-07,1.9259708830376284e-09,5.758383420067119e-08,1.0293242456724653e-09
MIC27,2.0931002255064968e-08,1.2762133469969982e-07,1.092780706981538e-08,7.569271043233707e-08,1.54252856237862e-08,8.404093654426314e-07,1.5838467260197446e-09,7.420398071344749e-08,2.521861086778563e-09
PHO23,2.208502053487243e-09,1.9737402193650724e-07,8.440804280038735e-09,9.24187392000866e-08,2.4115263723261845e-08,1.1826679248330487e-06,1.179088393820169e-08,1.319697485535632e-07,1.0979950447437023e-09
YNL095C,1.3938592025970642e-09,1.9592694616448935e-07,7.290714646582596e-09,9.657099788985518e-08,2.1738503364155595e-08,1.2104153985460885e-06,1.5763856360687353e-08,1.4750222124657756e-07,1.1800305218878331e-09
APP1,1.2822542455288221e-09,1.9899283514849766e-07,6.320443403745204e-09,1.0414696852554132e-07,2.3012846690156456e-08,1.245684852505121e-06,1.5112902344960682e-08,1.4569743972427632e-07,1.0888134112755538e-09
YPT53,1.1100921490747097e-09,1.9740767804827928e-07,5.88545120465369e-09,1.0256048180594223e-07,2.4426940128721167e-08,1.260529074044458e-06,1.5405448148633393e-08,1.4803239889479242e-07,7.965933975794825e-10
NST1,1.467387652776112e-09,1.9672871893242612e-07,7.014445857500882e-09,1.0181838354516525e-07,2.4008882053036295e-08,1.3391151426877307e-06,1.5233158370420265e-08,1.623090350941309e-07,7.779364440390524e-10
RHO2,1.1416679329178744e-09,1.9992723244015658e-07,6.201886130882901e-09,1.0602307159847085e-07,2.4350846702120272e-08,1.3659731180566132e-06,1.555587677358182e-08,1.6108873683144528e-07,1.3285726241022628e-09
TOP2,5.359152853993286e-10,2.1463322355121024e-07,5.569745341131627e-09,1.0826319692172678e-07,2.525117419391591e-08,1.431357440182224e-06,1.4020320229114149e-08,1.6943020452964343e-07,2.0298840392555265e-09
TCB2,8.069416250262699e-11,2.4043992957156037e-07,4.538154816075567e-09,1.114605253854459e-07,3.037201718683253e-08,1.5599132944126681e-06,1.4694737372919428e-08,1.8100508226523013e-07,3.511912233262944e-09
SNN1,2.377934899318391e-10,2.3578148234882658e-07,8.608507120821045e-10,1.1255218038749672e-07,2.7819081074737438e-08,1.6558808026068008e-06,1.1617034491245865e-08,1.9468863711812876e-07,3.3345231382870997e-09
MKT1,3.6531902702872015e-10,2.187396531416598e-07,1.387745411543295e-09,1.1906809586608188e-07,3.0175212510888225e-08,1.6847419591354365e-06,9.636116053079932e-09,1.912543795732856e-07,2.049050442837686e-09
END3,5.079856959742584e-10,1.8842421103324106e-07,1.3419566063270734e-09,1.293305284174215e-07,2.8934764567818428e-08,1.6387275775388682e-06,9.224554221681716e-09,1.8777036601646372e-07,1.4788194651509814e-09
SAL1,1.0491702400124022e-09,1.73785919978317e-07,1.0873615415513401e-09,1.3224454043723698e-07,2.8276310914881015e-08,1.6331175119649028e-06,9.192064063939289e-09,1.9061396293658832e-07,1.7625874731050893e-09
PMS1,1.2591157974580769e-09,1.679716889891278e-07,1.5234296189906464e-09,1.2542941319623037e-07,3.159282221742992e-08,1.6078758849164673e-06,9.613936755897415e-09,1.8816621170799862e-07,1.9677728905537635e-09
TPM1,3.713630854113848e-09,1.17270364170604e-07,6.26336786491199e-09,9.688118585310344e-08,1.4574438702035127e-08,1.1361392703332697e-06,7.521301444702817e-09,1.2984485769102107e-07,3.1924445716296398e-09
NIS1,3.659586686314843e-09,1.0973438920122545e-07,1.1064486623008191e-08,9.056220852951078e-08,1.0710524261250054e-08,9.858404744974747e-07,6.525714594048451e-09,1.1896621911373258e-07,4.745256517538464e-09
APJ1,3.895455670663831e-09,1.0246359476220111e-07,1.2083615576236511e-08,7.783648009635968e-08,7.340133754415082e-09,9.284761567721501e-07,6.358999969851117e-09,1.2190227176711484e-07,3.872114511893452e-09
MKS1,3.460629024430713e-09,9.569714751321093e-08,1.4652330094090986e-08,6.306169556447903e-08,6.670770970102e-09,7.897579729921814e-07,6.845948505307814e-09,9.771097306146811e-08,2.580744488687469e-09
IMP4,2.6296569950921133e-09,9.248071614002913e-08,1.5442485190969775e-08,6.074817561769393e-08,5.88319863168548e-09,7.644618080637189e-07,7.071002664386549e-09,9.5898044792514e-08,1.5925665470791909e-09
MLF3,2.4131653614174582e-09,7.871791448534827e-08,1.9459605381714216e-08,4.9498278642017695e-08,6.3372826176372665e-09,6.83443736080126e-07,8.064340873829799e-09,9.200529520099112e-08,3.290880951000997e-09
MSK1,2.062608411015315e-09,6.90979889883419e-08,1.802367587650198e-08,4.648898218888952e-08,6.425403533966705e-09,6.17284340587258e-07,8.549017437521404e-09,8.59864449516546e-08,3.410172459544939e-09
LAT1,3.98831737323527e-09,5.194707701858832e-08,2.1927200215713724e-08,3.039432741791189e-08,3.500817494369e-09,4.3490731692587904e-07,5.796660233901902e-09,5.7543547282865e-08,8.039140216883775e-10
TOM7,4.906672666880531e-09,4.411072086381165e-08,1.6870425657688365e-08,2.900764412812777e-08,5.062128566668949e-09,4.1618507807363825e-07,7.391939037416448e-09,4.863500006993136e-08,4.760750987975845e-10
FKH2,5.481249950025806e-09,3.453233223671524e-08,1.87238161770967e-08,2.2932175573203874e-08,3.4232137089760492e-09,3.416355365065247e-07,6.2827733941290646e-09,3.8128312737785e-08,1.647589139985443e-10
YNL067W-B,6.406254805046648e-09,3.418276256768853e-08,1.782741059019417e-08,2.2498353584222338e-08,3.6043570789287345e-09,3.240295344192764e-07,4.553372750317632e-09,3.8860219081408144e-08,2.520167102976162e-10
RPL9B,7.85277601686643e-09,3.141711159421554e-08,1.6353043789776476e-08,2.16959288266168e-08,3.965312421887373e-09,3.018855543852194e-07,4.751393386455554e-09,3.7506656694428046e-08,2.457311011453504e-10
SUN4,6.8193574196504285e-09,2.973848084710878e-08,1.6343214201329764e-08,2.10218600446171e-08,4.149692902990254e-09,2.8347293866115856e-07,4.832084895469193e-09,3.6901270081127665e-08,6.812073466448424e-11
AQR1,5.876801535183348e-09,2.7200789640656843e-08,1.6311566470934488e-08,1.7317231226909432e-08,3.6913438475404866e-09,2.7804827774747966e-07,3.808621480340131e-09,3.632533996970447e-08,5.149652267212664e-12
YDJ1,6.662321471637104e-09,2.1430821153384023e-08,1.3796805189385162e-08,1.3136502932081316e-08,4.7812857607416616e-09,2.5739662694065333e-07,4.789281575879947e-09,3.257741118633866e-08,1.0247476191671063e-10
MTQ1,7.1389437827076145e-09,2.0518515636866558e-08,1.3759367303305547e-08,1.136363271930871e-08,4.7235248134989884e-09,2.511461230760046e-07,5.340961490820582e-09,3.0723296005784194e-08,9.782352150967395e-11
GCD10,5.2193920541504204e-09,2.3904494488687995e-08,1.8351560699706293e-08,9.26430752494273e-09,3.8715748750017425e-09,2.3393569155257333e-07,4.822709997604909e-09,2.835752763686954e-08,1.4320051002096665e-10
NOP2,7.666844227457382e-09,2.029983986944755e-08,1.659671515621417e-08,7.401647234417904e-09,4.555803935438928e-09,1.9948602116310799e-07,3.9351047275894625e-09,2.124482789943575e-08,4.732837504586614e-10
ARP5,8.417909904797843e-09,2.320984323549932e-08,1.8598763799640366e-08,5.802890387328938e-09,5.4190985325522235e-09,1.8098882145041087e-07,4.916388534685339e-09,1.8571218998061984e-08,1.0338669873256251e-10
YNL058C,1.007594874688386e-08,2.292228907421115e-08,2.149878209692792e-08,6.8709622055696894e-09,5.973400444899592e-09,1.6701914055789944e-07,5.258700078470816e-09,1.691166107768394e-08,3.136279311818568e-11
OCA2,1.2836939528049086e-08,1.49762570961856e-08,1.806719194367099e-08,8.858916761754454e-09,5.0261828993679705e-09,1.4271941809084505e-07,3.979899391217852e-09,1.2924278517327184e-08,1.9192494145086226e-10
POR1,1.2297296037799515e-08,1.110350310239258e-08,1.619673011811089e-08,6.304482215372674e-09,4.017622257576178e-09,1.2469887180784571e-07,2.9400253518333354e-09,1.191493088174758e-08,1.2677845122320587e-10
VAC7,1.5936382413783447e-08,7.403625887590577e-09,1.1875265655927029e-08,3.777682945834215e-09,4.365281329295807e-09,1.131964920483967e-07,1.238266606971958e-09,1.4292679136634188e-08,8.60429132104074e-12
COG5,1.5401682173030242e-08,8.577204261453738e-09,1.0481760813200576e-08,2.336774146217936e-09,7.232163485559906e-09,7.332572722498068e-08,1.2180704068771546e-09,6.1335432526683735e-09,5.91378507631755e-10
YNL050C,1.740632184590037e-08,5.995303963487701e-09,9.203835398020861e-09,2.4128890180755115e-09,8.392676143209705e-09,7.366790114206394e-08,6.457046304779232e-10,6.3025646323658134e-09,4.603332714641025e-10
SFB2,1.8968881456331123e-08,4.111635030933441e-09,8.405528883817253e-09,2.8745085372984545e-09,1.038927950071582e-08,6.98682176802182e-08,5.682824875873829e-10,7.150400498681384e-09,3.629390233102029e-10
ALG11,1.8599020063235814e-08,4.844330775465041e-09,8.162471126913268e-09,2.677645205042194e-09,1.045032142073379e-08,6.62746550280358e-08,2.344038520714695e-10,6.68385057354987e-09,6.69499011771224e-10
SLM2,2.3343684957849463e-08,5.478029186952378e-09,7.216378841147871e-09,2.504021696826935e-09,8.88394291884093e-09,4.928755863113024e-08,2.948353532011678e-11,7.606525138738174e-09,2.2981029212586865e-10
YNL046W,2.1963106371592656e-08,5.203458093771333e-09,6.6786500836003866e-09,2.088939091591202e-09,9.131948343347835e-09,5.097305936046916e-08,3.7414206369617005e-11,6.734846569122963e-09,4.908570483723609e-10
LAP2,2.2795779113156157e-08,4.326128817211464e-09,6.089191042329089e-09,2.9057350162589244e-09,1.0150182841879409e-08,3.9156089068686426e-08,1.5681948068804914e-10,5.275848074203958e-09,1.153935562388831e-09
YIP3,2.2270975957829658e-08,4.12609547276855e-09,5.290080254140659e-09,2.5960769929400233e-09,1.048573184876732e-08,2.9489570285467524e-08,4.504773954015568e-10,4.356138630583315e-09,1.2790270239259248e-09
YNL042W-B,2.2197908601710545e-08,4.161673009321633e-09,5.323170349275587e-09,2.5381143525532606e-09,1.1620041163365164e-08,3.064468924223256e-08,1.8702743729401327e-10,3.8040478857968085e-09,1.2318954038498032e-09
BOP3,2.1912731227983622e-08,2.8608163637281927e-09,5.754892603603553e-09,2.1789873316301716e-09,1.3579879338404223e-08,3.098017705721288e-08,8.284738631394957e-11,3.932560471763153e-09,1.2442753557984105e-09
COG6,2.448516237870361e-08,2.534635946375968e-09,6.232324745747921e-09,1.904456901724026e-09,1.4427087580934214e-08,2.9855386907889607e-08,3.738481730536582e-11,3.7647893630065276e-09,1.4713758207152773e-09
YNL040W,2.4905911289733188e-08,2.5042801275786375e-09,6.280847770656729e-09,1.9583767070815517e-09,1.5351179953132672e-08,2.664450170642126e-08,1.5124729082432795e-11,3.7194326163320267e-09,1.3829864574591067e-09
BDP1,2.5055994482639328e-08,1.7426176839889682e-09,6.500743457413718e-09,2.782664865806254e-09,1.6114350202445993e-08,2.718926196343969e-08,1.5194838329411886e-10,4.218138706826522e-09,1.5480889100774773e-09
IDH1,2.1453706349157086e-08,1.2790030873835367e-09,6.251486113225222e-09,3.1144027197365194e-09,1.643218425818511e-08,2.7464599936940127e-08,2.023936824765178e-11,1.381859962870109e-09,1.5702939541927734e-09
NCE103,1.8315040923868052e-08,1.978835430902556e-10,5.577531007306835e-09,1.9174000252928435e-09,1.1784952426638638e-08,2.214656788289444e-08,9.6543250353658e-11,2.7008443100283174e-10,7.070178944334194e-10
YNL035C,1.946847515204125e-08,6.096587049186538e-10,5.283233257504105e-09,1.4752158136445635e-09,1.0932214578637755e-08,2.1512418513048004e-08,1.232078177530588e-10,1.3392771948303308e-10,8.18022087211902e-10
YNL034W,2.0893249176817556e-08,6.156501805503304e-10,4.628423945045768e-09,1.4453198650367877e-09,1.0927222688471288e-08,2.0120859844469988e-08,2.1681057295226502e-10,2.6523297202351665e-10,9.020852148482388e-10
YNL033W,2.0747130624270395e-08,6.75876856778901e-10,4.5252560985405405e-09,1.5850205710285102e-09,1.0807985176020064e-08,1.9630906899250737e-08,1.9516837340166724e-10,2.5784349405907514e-10,1.003576681657055e-09
YNL019C,2.015932179449872e-08,5.292242264420866e-10,4.143791491229162e-09,1.3186509230741815e-09,1.00150888366085e-08,1.8295392463235058e-08,1.7361179580583996e-10,1.2177466600914534e-10,9.19925274964138e-10
YNL018C,2.0949423494892956e-08,4.072879109191439e-10,3.909389195003083e-09,1.3400184112433e-09,9.444337705399276e-09,1.8431891338725502e-08,1.9790962512019824e-10,1.247692987377771e-10,1.185140885314362e-09
YNCN0015W,2.124158586141611e-08,3.1212281692495215e-10,3.8970106283841735e-09,1.0803753356922775e-09,8.877786837001734e-09,1.8494456156258782e-08,2.416911316678353e-10,1.1907126962940678e-10,1.2817641220988621e-09
PUB1,1.9884201303507184e-08,2.1587074804456972e-10,4.7399709041357025e-09,9.143182829903457e-10,8.780088711433319e-09,1.6819818034624172e-08,1.72185179562816e-10,1.5415192949860062e-10,5.749544604345078e-10
PBI2,1.8958504308718474e-08,5.053815112603193e-10,8.022154287902214e-09,4.568215849068168e-10,7.838285621889671e-09,1.829963689586898e-08,1.961560511945247e-10,2.763539909306721e-10,1.2346709444128097e-09
HEF3,1.3715516863458013e-08,4.340815607524502e-10,7.582138306711999e-09,8.870813046574672e-11,7.187828645940734e-09,1.618239499865164e-08,1.5887992723883748e-10,6.625253766286928e-10,3.0780591604423266e-09
SPO1,1.664499496673064e-08,1.3065975652151748e-10,4.905656060227017e-09,7.19663083092557e-11,4.661787572273968e-09,1.3614840291364023e-08,3.518929560170189e-11,4.482596766430219e-10,4.554059976529437e-09
YNL011C,1.6160462840377722e-08,2.892362441514269e-10,4.685633473781917e-09,9.298762349224385e-11,4.783285320514649e-09,1.5096032591685153e-08,3.550167978900503e-11,6.859984855889865e-10,3.800472478400428e-09
PYP1,1.7433779551305116e-08,2.6080451968019796e-10,4.9808941396103016e-09,1.1877136287682747e-10,5.2132580037527816e-09,1.480403135822965e-08,2.0076952095385817e-11,7.779157278621816e-10,4.521433080531135e-09
IDP3,1.7503868710027228e-08,2.1959368837045775e-10,5.000727432357043e-09,2.0252944597477996e-10,5.442011089183163e-09,1.4128331711914742e-08,2.2383058893310044e-11,7.555981676896024e-10,4.913056527585701e-09
ASI3,1.6254310417926487e-08,2.579084269802061e-10,4.8863350227365886e-09,2.808479240044405e-10,4.990938845453748e-09,1.4868558465004e-08,4.1256097297691314e-11,8.499148484451834e-10,4.38568432293719e-09
SIS1,1.3760957429938215e-08,2.4393124359201407e-10,5.152790802930287e-09,6.984458516446235e-10,4.647715948957919e-09,1.4298856313207351e-08,1.2063306842138262e-10,1.432087199015125e-09,3.2995161722902976e-09
HRB1,1.7469248591884778e-08,5.2800887880175634e-11,3.181619801796278e-09,1.5522754315407534e-09,7.211370306077985e-09,1.2930035272604511e-08,1.882602052075577e-11,1.6586775160010311e-09,3.763050534947476e-09
PET8,1.65631132061228e-08,4.138138180441283e-11,3.6232224431047893e-09,1.2215461822032726e-09,7.420100995624159e-09,1.3044724505341782e-08,2.500278468513907e-11,2.068290726507427e-09,3.434483427024792e-09
DOM34,1.6985394112076805e-08,3.188075934866742e-11,3.852840797455572e-09,1.2992283547226406e-09,7.244732998259546e-09,1.3569355608927218e-08,7.995114401056773e-11,1.8563469601379409e-09,3.174747816201166e-09
CIT1,1.6788992206332458e-08,3.174269341004768e-11,3.6916363848639708e-09,1.3503956177714902e-09,7.3137695214389725e-09,1.4128040837475597e-08,1.2437642929437646e-10,1.8785992713495977e-09,3.177553050196502e-09
ATO2,1.562959941527337e-08,3.592358028573159e-11,3.39003622444729e-09,8.323915698252293e-10,9.13522828930943e-09,1.4228670465667047e-08,1.4910657789794444e-10,1.8125255517781353e-09,4.026475554738033e-09
VPS27,1.2459540245061006e-08,2.0683823822551785e-10,3.4694350941352345e-09,8.664276224461768e-11,7.728041684501841e-09,1.2497664019888214e-08,6.960131258819479e-11,2.995804588186794e-09,3.2103589905218855e-09
ATG3,1.1658328723394504e-08,7.360125084976522e-11,2.9965112183268337e-09,1.6436502310696312e-11,8.525031082885695e-09,1.1598258438467757e-08,1.1346341685748763e-10,3.1478341663536522e-09,2.5561851038317886e-09
PRP2,1.3797968525870633e-08,9.16707270276701e-11,1.7405374598041844e-09,1.697834227539181e-10,1.0713157078916596e-08,6.577853621802713e-09,8.735511917473093e-10,4.656197430144712e-09,3.1768985850755667e-11
URK1,1.4390560354868956e-08,8.087076362329209e-11,1.317219678350289e-09,8.228099808470662e-11,7.366950458740972e-09,4.6670063108369445e-09,4.995785838740312e-10,4.455189330710263e-09,7.68916401169161e-11
PHO91,1.3113855175554668e-08,3.8189647924633884e-11,9.5590506766648e-10,3.4142811998702126e-10,4.7065080023215336e-09,3.781801024272632e-09,9.667987366110754e-11,5.164769041167614e-09,1.0060742992051897e-10
YNR014W,1.0799487551975218e-08,1.007793672975317e-10,1.2613105543259535e-10,8.404532483293575e-10,3.8836043678586605e-09,4.097671037893079e-09,3.181018300261339e-11,4.4224438377292635e-09,9.87677461457565e-11
SMM1,1.0485179389329084e-08,2.459113864862066e-10,2.7756585841374466e-10,8.318447746953694e-10,1.0492278004953106e-09,4.5998099163673504e-09,6.587835269393086e-11,6.891321766674736e-09,1.6201293430790135e-10
ACC1,1.0574256749604268e-08,1.6650055645905096e-09,1.1030764230839748e-09,2.1781845696267193e-11,1.1971835843162442e-10,2.980056072239997e-09,1.7556173341466807e-10,5.3026074631850275e-09,3.6519373236877926e-10
TIM23,1.1793840004228463e-08,1.1245164913142463e-09,1.8250832823199577e-09,1.3222224162693512e-11,1.9111808760262666e-10,3.5272924885609405e-09,2.8972420117280366e-10,5.039253311991547e-09,3.46242355496714e-10
RCF2,1.3509837244782338e-08,4.929549108285245e-10,1.988639496853706e-09,1.7488912448831766e-12,5.967716214652419e-10,4.991226541820317e-09,6.283822774167317e-10,6.92319713604051e-09,3.1070780083620134e-11
ARE2,1.0251226956965e-08,9.14541903236071e-11,2.671307379094041e-09,4.308052629252782e-10,3.069851082712017e-10,5.8196035478115e-09,2.938645791432378e-10,6.983125375599508e-09,1.299441268120973e-10
YNR021W,1.1092119509020874e-08,5.268041738329626e-10,2.281985293591088e-09,5.206665590451327e-10,6.802572692854233e-10,6.571609045851403e-09,7.551193610932904e-10,5.977158549386555e-09,6.388356381723603e-11
SNF12,1.862722034011096e-08,1.60033208030744e-09,2.2982460055298837e-10,2.4474511128272354e-10,1.7128135036696494e-09,5.040626986730025e-09,3.449558146330605e-09,4.240123777147214e-09,2.827712851529203e-11
