gene1	gene2	mean_VC
GRC3	SPT5	1.130472183330024e-09
HXK1	DDP1	7.062720410518068e-11
NGG1	FKH1	1.6853797768898184e-11
ADH3	YMR090W	1.2049572945505435e-09
API2	AVT6	6.333382173204851e-09
GMH1	SUB1	2.3355312387294873e-10
MDM10	RPF2	5.365447249831898e-10
NUP42	LSG1	2.1954581528568173e-11
YGL194C-A	YIR018C-A	1.1594616717422473e-09
YPC1	STP1	9.703579672729681e-10
RSO55	WAR1	1.089007479065421e-09
AIM3	YKL183C-A	9.90724174811166e-10
RTT105	PAN2	9.776321777191864e-11
SUC2	YGP1	6.405954032796725e-10
NSE3	WAR1	2.4453870657870986e-10
YNL058C	SLY41	1.3302030233077555e-10
SAC7	SEC12	1.1412418851879335e-09
IPA1	RPL38	5.939694584424459e-10
ECM22	RIB4	5.033929751970396e-11
YDR182W-A	LRS4	5.072977097519828e-11
YBR013C	YDR169C-A	9.004251001170891e-10
BCS1	YER053C-A	1.1340690654408568e-10
MPE1	DSE4	2.553658086692582e-09
MOH1	SCW4	2.167510535276404e-10
YBR292C	SMY1	2.273111515676961e-09
CDC5	MEP3	5.118104928528818e-12
DFP1	ARG80	1.66330278065154e-09
PHO90	INN1	1.4042876774284548e-10
MNT3	TOP2	3.8003024677895305e-09
SNU23	GIS4	8.844815466429909e-10
YPT31	BRL1	1.5419666091218822e-09
NIF3	MET22	5.609312825256261e-10
SMF2	ATG45	1.5032597051094402e-09
SNU56	MDM31	4.134660659111044e-10
YHR033W	GLO1	3.964578357821001e-09
LSG1	ALG9	5.009841437029389e-10
TMA64	CDC33	1.0329533177616494e-10
IRC6	ARO8	1.4167540761493975e-10
MIT1	NOT5	7.171997875288894e-10
GPI11	CIR1	3.4179990650431256e-10
ADA2	VRP1	1.0479753935773581e-11
POP7	RSM25	5.75238052191453e-10
HYP2	HUR1	8.707329492006669e-11
PEP1	RPS18B	2.0237489465060194e-10
PTC1	MF(ALPHA)2	7.507856444128007e-10
MRPL27	MSL5	4.507150256786088e-09
STE23	CKA2	3.062622777150703e-10
AMA1	SNX4	2.3983173196530886e-11
SYF2	APL2	2.514349001892461e-09
TSA1	CBK1	6.1424399705834555e-12
PHO87	BRX1	2.5524500942366374e-10
SNF5	YML020W	2.1624091270120063e-09
UPS3	PEP8	2.5147192860634736e-10
RPL16A	FPS1	4.1810491353943774e-10
ULP2	ECM9	5.823904117136108e-11
SLT2	NUP188	3.191515000683807e-09
GPX2	RPL43B	1.0488064151269935e-11
NTC20	RMD8	1.5489556351076754e-09
ECM1	VBA2	3.386228418050299e-10
YGR026W	YMR1	1.4730653286694225e-09
YIR021W-A	LAP3	1.6240314842789902e-09
AFR1	CKA1	1.6525351180077702e-10
KAP114	ADI1	9.246055086554308e-11
SAE3	NCE103	1.3120258079445777e-08
SRP102	FPS1	2.7193661234179437e-10
SPC19	YJL052C-A	1.5496199019334114e-10
MOH1	CDC34	5.141586158996346e-10
SIP1	MIP1	1.0635199699283559e-08
YKL183C-A	SRP40	6.9656821337411e-10
UBP11	TIP41	6.923731413884031e-11
COX12	RPS7A	2.026517016125315e-10
YHL042W	SER33	3.159878211349033e-09
ECT1	TFC8	2.2471164180188285e-10
MRP10	TAG1	2.9099408760580288e-09
NUM1	CAD1	4.0392767308406155e-09
CFT1	YPR196W	4.843177700709196e-09
RPL21A	YPR014C	2.873226487271863e-11
YGL185C	YIP5	3.434287370835438e-12
DOA4	NUP53	4.357829338260847e-11
CDC36	CAF20	6.068216030484677e-10
PRY1	YKL070W	1.974839132088372e-09
SGF73	PPN2	3.1193823790368126e-09
YER039C-A	RUP1	9.255082293974731e-10
AME1	SHE9	5.702421657478144e-10
NUP49	CAC2	5.256627820287657e-10
KSP1	SFG1	2.943348223657619e-11
PAN3	SUI3	1.6265242768452197e-09
HIF1	ECM5	1.534735254681355e-10
MSW1	RNA14	1.2034785239906124e-09
PTP1	NAF1	1.754422972254189e-10
RAD10	RAT1	1.9038150652483426e-10
FUR4	MDH2	3.1528807905299797e-10
BCK2	MMS1	1.200436953770838e-10
MRP20	UTP25	1.274820984585786e-11
YBR225W	UBP12	3.581292250215425e-11
BPH1	CBC2	1.3267716081699356e-11
RPS26A	STT4	9.146988279678833e-12
ARE2	ADE2	1.5109306611060172e-10
CDC9	PEX15	1.6725561467358248e-11
OXA1	PDS5	5.476584082257786e-11
TAG1	IRA2	6.1419688258959384e-09
ARV1	PCL8	1.749759627544184e-09
POR2	RPS25B	4.822050646299088e-10
RMR1	ATE1	1.508491214748776e-10
GIP4	AST2	7.413751196517807e-09
MRP13	NAN1	1.442948102129475e-09
SWH1	DIB1	1.2938343827377965e-09
YMR242W-A	SPE2	3.1576115243079095e-10
MDH2	YOR062C	6.875941796651988e-10
SPO12	BNA3	7.953984262996028e-10
DAM1	AIM23	1.8701470888610135e-09
AXL2	ALA1	6.166014162975689e-09
HRQ1	YFL040W	9.553604980236438e-11
MCX1	CHO2	7.02585221252925e-11
YHL042W	RUP1	3.5423800985869794e-09
UMP1	SWI3	4.288096047765655e-10
UBC8	YIL054W	3.2231657224364354e-09
GUK1	SIM1	1.681975566270547e-09
APM3	DDE1	4.923526340926795e-10
ECT1	SMP3	1.8116650255044313e-11
AIM2	MET32	2.4805196481324035e-10
URA6	TEN1	1.531065847119543e-08
UBX3	MET5	3.086429526920046e-09
RPS4B	RAX1	3.3673525417264224e-10
CMI8	SKI2	8.995721272364817e-12
SMT1	IML1	2.8242778914165415e-11
SCS22	BUD3	4.549131397002616e-09
ESP1	NAP1	1.487586988860962e-10
YFH7	TED1	1.4408703776200507e-10
HEK2	ANS1	3.5500118232608424e-09
HEM15	SWI1	6.824812448257851e-11
NUM1	TIS11	4.790154272650525e-09
RPL42B	HSH49	2.4388870320528905e-09
PGD1	ASC1	3.40983005715339e-11
RPS23A	MCM22	1.3014238681088166e-10
ALG13	TMA108	7.713181951468336e-10
RPS30A	PHO85	2.5177567410170026e-10
GIP2	TPP1	9.938174402314509e-11
SMI1	MSN2	7.759371083555321e-11
YEL009C-A	THI73	1.0310989364006837e-09
FAL1	RPL42A	1.1965802027926258e-10
MRX20	ALG12	2.145220818052592e-10
CSE1	RIT1	2.1854439102437533e-09
NIC96	EMP24	2.9280988678690277e-11
YNL042W-B	ATG5	2.8960609024331475e-09
CDC26	BAR1	8.76334875279641e-10
YBR012W-A	MRX12	9.289129879312699e-10
VFA1	CMK1	5.903487965466447e-10
MIG2	DBP9	1.2233329579817026e-11
NOP6	HHY1	2.0945794297608246e-10
UFD2	YML6	2.2081577005704838e-09
YSC83	DFG5	9.240909866169166e-12
PDC2	DIC1	1.8579828143868728e-10
LPP1	SKI7	1.6547241359556238e-10
SSA3	SED1	6.684142735714397e-11
NYV1	DPH5	2.933556465903653e-09
HHF1	UPS3	4.761033340702906e-10
MOH1	AME1	1.5818197780953572e-09
ECM11	BCD1	5.787282078390806e-09
ASM4	RPL40A	1.0838506103893301e-10
SIT1	YPR170W-B	5.46299389253991e-10
SEA4	SEC17	3.446488512014999e-09
NUM1	WTM2	4.126674965586075e-09
RXT3	KTI12	1.7702255783319706e-09
SPS2	PUS2	4.044455470304268e-11
PGA2	YPL216W	1.58073627712192e-10
COM2	GAT2	9.683421367110422e-10
YJL027C	RPL17A	2.597081519735766e-10
SPO73	YNL162W-A	4.283286905341832e-10
HIS4	TIM10	1.525170276729377e-09
MLP2	ENV9	2.2430697051527315e-09
MSN5	SRL1	8.532719295779631e-11
YBR013C	ATG12	1.0257319412991164e-09
ALT2	TRE2	2.945534634592813e-11
TRS85	PBS2	1.809639389923705e-10
MSC1	APM4	8.998057100618209e-09
FLC2	YEL073C	5.562927862864083e-11
QDR3	RTS3	1.2619409630339052e-11
UBR1	OST6	1.948542529439326e-09
URA3	RPL37A	1.5734252857038701e-09
MGA2	BCH2	1.6745446198665957e-11
ATF2	TFS1	5.51114301766366e-11
YDR209C	YNL019C	5.412916328519616e-10
SND1	YER187W	7.69276671864329e-12
GIS1	TIF4631	4.847898835251891e-10
RPL2B	OAF3	4.784547821628512e-10
RPC53	YKL162C	1.065212737966499e-10
RNH202	SRP40	5.5957000740426246e-11
DUR12	MRK1	1.052873965455635e-09
SBH2	IGD1	1.4981609185865875e-09
MIN4	TFC7	3.5157607141887827e-10
RPT1	YPR170W-B	3.017069327653566e-09
DUG1	CGI121	2.674600567748702e-10
PRP22	PRY3	8.220038763308592e-10
NRE1	MCO12	5.482268717549299e-10
SWF1	RHO3	9.737053664783443e-10
TEN1	MNT4	6.141089792098909e-11
ATG9	YIL165C	4.64343981745288e-10
PTA1	YEL008W	6.475679733133995e-10
BUD16	JJJ3	1.193375731320423e-10
GTT3	ERF2	3.7787006528779825e-10
CVM1	SKO1	3.382707389697649e-09
GYP7	RAD9	3.4593193319690405e-10
PSP2	VPS28	3.8791606043132654e-11
PAU2	NEO1	4.2031921641702643e-10
YDL009C	YJR124C	2.206038771179572e-09
UBA2	KGD4	1.4353782917969512e-08
ALY1	VTA1	8.243652406453027e-11
GRR1	URK1	5.3237913758621814e-09
YML053C	SRV2	1.4308899426539308e-09
LEU3	YPR195C	1.251309913733737e-09
EMI1	PIR1	2.9268649221556783e-10
YHR022C	ACS2	1.3973914838179185e-10
TAF13	YOR302W	3.069966557171076e-11
MRX15	TUF1	2.809097057858141e-10
YNL011C	ARP8	1.1810211786646484e-09
AFI1	YOR161C-C	9.439380001957014e-10
RTA1	YLR177W	5.081353751127352e-10
ASM4	EGD1	9.029763144999497e-12
DAK1	RTS2	4.166428731750913e-10
ESP1	VPS28	2.8938748560378595e-10
MRP10	TNA1	3.1008498772109e-09
YAL037W	SIR1	5.438107226597346e-11
HAP3	OLE1	7.958668364071719e-10
HSU1	HFI1	7.994536567889912e-10
CMI8	ALG9	1.3016304296754563e-09
PET18	SND1	6.8853809592493996e-09
CCE1	MLP1	7.811175518172906e-11
SPS1	RPA34	3.431034576389005e-11
RPL12A	GSR1	1.7920249763272935e-10
WAR1	MYO2	1.2651128673728036e-08
MSB2	YHL005C	6.4797761253932515e-12
HIS4	TIF4631	5.048767431103331e-09
PEX10	GIN4	1.3237755146037016e-09
CIN8	XDJ1	6.209944302554878e-11
YBR062C	RRN11	1.5379268883521124e-10
SPS22	COX12	2.531019389692738e-09
SWI5	PHO85	6.240141084011417e-11
AIR2	YNL190W	8.49245818298011e-10
YER084W	PRE2	9.941089395961492e-10
PBY1	YEL025C	5.152042626957573e-09
FDC1	TPO1	1.2326778951307425e-10
YDL129W	MIP6	1.6678911066178474e-11
SKT5	CCT4	1.403028994041605e-10
ATR1	YPL152W-A	1.4065712235722706e-09
NTF2	IRC7	8.9670838758464e-09
RBA50	BNI1	1.3689922154970353e-09
MEF2	TGL5	4.285730351628723e-10
MAG2	IST1	2.0353391974653667e-09
SRP21	ERG29	1.2996592388828473e-10
SAS3	MGA2	1.4317991981482365e-10
CBS2	FCY2	1.5755615813243177e-09
CYC8	YCR022C	5.290464256537313e-10
PAU5	YOL131W	3.761420842728467e-09
CDC27	RTT105	1.1079174586498213e-09
YLR296W	CYB2	3.827815205919957e-10
PEP5	GDS1	1.221319703501778e-11
SUF8	RNY1	2.3838820364820925e-10
NUP192	RIB4	1.0971831507490986e-09
HIP1	CYB2	1.08695085382955e-10
THO1	HOS4	8.854745894991896e-10
YDR003W-A	CIN5	1.5918472325183416e-09
GGA1	XDJ1	1.2615394859976903e-09
YGR025W	CHS5	1.2890961348177767e-10
BIK1	RRP46	2.105831178569765e-09
HXK2	VPS63	1.7285595839686995e-11
CRD1	YPL247C	7.860322693591215e-10
SUF6	IPI3	1.183224217764358e-09
RAV1	ARC18	5.045961657213904e-10
SCC4	CLF1	1.293315473263423e-09
PDI1	PAU23	5.000481819713885e-10
MRF1	AIM32	1.1743321666398646e-12
HMO1	RRT14	1.0930983149579865e-11
ARF2	YDR131C	9.831076554780632e-11
TGL1	YCT1	4.2289881808211353e-10
SLM4	ECM29	1.2387752795118174e-09
LCP5	MNT3	2.1074324440405614e-11
GIR2	MCT1	5.364140820384766e-09
CSM1	YGR025W	5.231237126637201e-11
CDC27	MEP3	1.930000281804731e-09
YPT32	CTK2	1.0671168709763269e-10
MNP1	SCD5	2.05810070937977e-09
LYS2	RIM4	6.320364148279742e-10
RXT3	RPL16A	5.372256750282287e-11
MIY2	KES1	2.430539812018081e-11
YBR220C	YIG1	2.9956643397430237e-10
SLX1	YNL115C	3.5742374751467347e-09
HIS7	ANB1	2.2859818805833263e-11
KCS1	RPC17	2.721008707093622e-10
PRM9	RPS21A	3.810420308470648e-10
YIL012W	IMH1	2.8432027044611097e-11
GPI10	BSC5	5.243865805268222e-09
TAH11	IRC20	3.008400559855598e-09
ERD1	HFL1	1.0944497196222172e-09
TGL2	LOT5	5.2355164645685385e-09
STE23	YGK3	2.9395008284610236e-10
RRP1	PPM2	4.369730571986453e-10
FAT1	PRP22	1.7895167650285621e-09
RKM5	AGC1	1.7890034221425052e-09
KAR1	MRA1	3.138456609256116e-11
CDC28	SOP4	2.1582743460179042e-11
PRO3	TMN3	1.7418104785637486e-09
STF1	YMR317W	1.7317050662561407e-10
MLG1	OTO1	1.5874920853100547e-10
HSP31	SPR3	6.00091487237379e-11
LSM4	CTR9	1.4309127659221477e-10
TOS7	IRC23	9.502993290732959e-11
CAB3	MME1	3.5055665877021872e-09
GPI19	AAT1	1.5184462264722978e-10
ATG36	PXL1	1.8454383354359185e-09
SMP1	ADI1	1.2223135115905064e-10
VMR1	CRR1	8.893130998362313e-11
CDC9	RPN14	9.932969214325809e-10
CHZ1	OYE3	1.2171838325701796e-10
TGL2	AGA1	3.7045287369866393e-09
MRPL16	SIT1	2.7379367094063986e-10
COX16	YOR283W	1.8313640020050134e-09
MRP10	BIO4	6.895756473336638e-12
VPS54	TAF9	9.379194213113438e-10
YFL051C	MLO127	5.633692496672651e-10
SPR6	YUR1	5.168501046070208e-09
WHI4	CST6	9.932622790948634e-10
YBT1	RPL21B	3.7412684967843356e-11
GPD1	BCH2	5.49458088716875e-09
YDL199C	ULI1	2.7941886571226957e-10
SUF8	DYN3	2.1903000788892802e-10
ANS1	JJJ1	3.4241660197700428e-09
APA2	MGR3	4.373075628036625e-11
YDR344C	KIP2	1.011279193352632e-08
FZO1	SUN4	2.124255948948025e-09
DAL3	RPL8B	2.758650066747671e-10
YNCL0044W	DUS4	3.183571920712784e-11
MRP20	YMR105W-A	9.28288718865868e-11
EMC6	PSH1	3.2618534999395326e-10
MLO127	MNL2	1.5708120198704379e-09
NUR1	ECM7	2.4069462664373433e-10
MRPL24	INO4	5.70785233336757e-09
MIN7	IKI1	7.00874779196058e-12
NFS1	ARD1	2.074234715371942e-10
DFP1	NSL1	2.736039460677459e-11
MTQ2	SAP1	1.4260953560029718e-10
MNN5	RPL10	8.132401897058555e-10
AIM10	KES1	4.164991523597171e-11
LYS20	BUD6	1.2211448147287744e-11
GPC1	RSA3	2.474154686690922e-10
GCV1	ELP6	4.734476210883294e-09
URB1	SKP2	3.2879809536250124e-10
SUF6	PDR5	1.1655515859836694e-10
CSN9	YNL320W	1.321622858590899e-09
TSR1	YFR035C	6.828854915398193e-10
ARG82	EXG1	7.709033292398865e-10
LIF1	EIS1	1.9086400991626142e-09
EMC3	SPO77	9.844156158228502e-11
EGO2	NPA3	2.9092460236137587e-09
MUD2	MKT1	3.812004665181368e-09
IMO32	YNL195C	2.155300436830586e-10
LYS4	DFG10	1.0984620446657308e-10
TYR1	TRI1	1.4660272466589684e-10
GIP2	DSE3	2.3258136463826479e-10
UTR2	ALP1	8.33407155909544e-10
ACB1	YJR096W	4.237359504181297e-10
SND3	BEM4	3.1692611150318544e-10
MSL5	SKI3	5.409183989762293e-10
THR4	BAS1	1.8188889603743036e-09
MVP1	SQS1	1.5821144079146313e-10
SPS22	ACB1	2.0608132673890466e-11
RPL4A	VMA7	4.9343591413284035e-09
MET18	OGG1	1.2976031253558125e-10
NIC96	YHR078W	1.9584136646057775e-09
ASM4	YEL073C	2.2977564458972094e-11
PRR2	RSM25	3.1122177843199916e-11
NSE4	ARC18	4.925428252399926e-10
MDV1	PFK2	5.903527502843916e-09
UFO1	LPL1	3.9394498193879027e-10
MTE1	REC104	1.4917683467979528e-09
APA1	RMR1	3.537964508452973e-09
TRP1	ERG6	2.2069689974832707e-11
SPT10	VMA5	9.496615035420625e-10
DDI1	USE1	1.201887062065728e-09
CCE1	GIM5	5.985320708344727e-09
SPS19	FPR1	9.947760078558283e-09
GLE2	NFI1	2.2445606366295284e-09
GAP1	UBX4	1.1109933893976857e-09
BNA5	RPL33A	5.5562894617751425e-09
YNCB0002W	NSL1	3.6967093756450997e-10
USE1	MEP3	4.381849204055899e-12
ARF2	MFM1	6.406339172100409e-11
RML2	STR2	8.769338232109433e-10
ECM13	RPA12	1.1480665140916233e-10
FAA2	FCP1	6.990556510533188e-10
TIM9	YNR061C	1.2806990785225615e-09
YDR222W	RPA12	3.9580913149634375e-09
KOG1	NAM2	2.886163118848461e-09
SNC1	MCO10	1.8410834874917966e-11
XRS2	YMR196W	4.0820692601634186e-11
RTP1	MFM1	2.4973882783094065e-10
SPP381	UBC5	1.1825725448151634e-09
YPT32	DBF2	8.688759608270415e-11
YML083C	YTM1	8.570547772528777e-11
BUR6	GDB1	3.773976425585038e-11
SPT4	XDJ1	1.7709056993296113e-10
TFG2	SPT23	2.42632293221852e-11
MPT5	GCR1	3.401423388182191e-11
FUI1	UBR2	2.5572908256429144e-09
YBL029W	SDH2	6.97198935957161e-11
NET1	BET4	6.209239083537054e-11
TRR1	PPM2	9.521414486374292e-12
RKR1	BIO3	1.925846736211032e-09
VPS36	LEU3	1.393183266959409e-09
YPT52	YKR018C	2.1832382449735332e-10
RCF1	WTM2	1.3674671320281466e-09
MRPL31	WHI2	1.0535008604708348e-09
MFB1	DEG1	7.157045111151577e-10
MRPL39	PRM15	5.655474396752495e-10
GCN20	IES3	2.3153438263578594e-11
RPA190	RPC40	1.3067082717237194e-09
NSA2	DFR1	2.557939071018694e-10
USB1	SEN15	2.2064433972190467e-10
FLO11	SDD2	2.7660293795720713e-09
SNF11	CFD1	1.4280626195392216e-10
NAT1	YDR124W	1.426128893674308e-09
RPL19B	CDC7	2.7719804209368464e-10
KIN1	TUS1	1.188407781483772e-09
SOL1	HNT3	1.291878059274744e-10
SED1	GID8	2.6477341976223083e-11
ALR1	YPL034W	3.602079628525799e-10
TEF2	CDC6	4.214844162435683e-11
YGR025W	DUS1	2.197690707406245e-09
NAT2	RNH1	4.4195907348574045e-09
YLR122C	PDR10	1.9455221700616958e-08
PRP42	ITC1	3.728773974361991e-09
SBE2	TOF1	3.4515436000399336e-09
VPS1	PEX6	8.768481171676289e-10
COQ11	SEC39	3.7870785605448647e-10
KIN3	SPC3	5.780092827520355e-11
CHO2	HMI1	1.3789107891458024e-09
RPL40A	AIM21	2.758558426302657e-09
SKN7	YJL027C	7.49233179420509e-11
OTU2	NBP1	3.8883894291292226e-11
MAK16	YLR456W	1.6927863279753041e-09
RIB1	TEF2	1.420777864473759e-10
YBR062C	KRE29	1.8196907125049682e-10
PER33	SGT2	3.6798281217615167e-09
OPI3	VPS4	8.882091027527947e-11
SEC53	LTV1	4.619811764755492e-10
AIM34	DBP1	7.256816811244652e-10
ETP1	YOR376W-A	3.2849658602090164e-09
RAD54	NDL1	5.216643302889919e-11
APM3	SEC22	4.421743125750276e-11
GLO1	VPS28	6.184774321247407e-10
RPB7	CDD1	1.157253803451644e-09
LPD1	TAL1	7.1800582786924e-10
YJR079W	HTZ1	3.149182919818568e-10
SBH1	SDD2	3.556230388001094e-09
RAD55	PET54	1.7724809094026941e-09
ARH1	SMF1	1.3632842366761033e-09
RNH202	YTA6	6.822694411922944e-10
DNA2	HSP60	1.0777841039807069e-09
TSC11	YOR343C	4.632818359224126e-10
RPT6	JHD2	5.529266325353339e-09
KCS1	MLG1	4.6683687327072187e-11
MUM2	SDD2	6.554535322261984e-09
ATG8	SYT1	1.1189053718860281e-09
PFF1	EDC2	1.2278848703743117e-09
STF1	SRL1	7.884052347746951e-10
RRN5	NAN1	3.4065562236791054e-09
PRP6	SNX41	5.761869460444214e-09
YKR070W	MRE11	1.0349729919313442e-09
COG1	OCA5	1.774090731868819e-10
SYF2	SPT10	4.80774761845141e-09
LYS5	NFI1	2.8291194074515678e-11
YSC83	IOC2	1.7468398162893034e-10
SNF5	CDC23	4.281039137202912e-09
PMT5	SDS3	3.2731939040119194e-10
EDS1	SDD1	2.821700815215599e-10
TRM1	MNN9	5.817356132043621e-10
YDR194W-A	GPI12	1.3156013221464164e-09
GPI8	MRI1	4.3827543235020836e-09
SAC3	YEL073C	1.4495302028547494e-08
OYE2	YIL012W	3.28317608857536e-09
SNQ2	IRC5	1.8541463411738008e-09
BPL1	URK1	1.1434287837544301e-09
LEU1	UBP11	3.3665516712247363e-09
TVP23	RCK2	3.177579597538977e-09
FUR4	BDP1	4.909801082072381e-10
YDL177C	FPR4	3.6961738635107095e-10
ATG9	SAL1	1.8545684767218133e-09
SEC9	AIM33	1.499395702616702e-09
HUL4	RGR1	1.980942899898279e-10
LSM4	CLN1	2.6364143719065097e-09
SMC2	PRM10	1.157079973149882e-09
BNA4	ROG3	4.556327351345456e-09
IML3	MRX4	1.948125959694952e-09
PEX10	OSI1	8.741522451440418e-10
IXR1	RPC19	1.4090347858411051e-09
RIM20	CSA1	2.3989466066655275e-11
PSK1	SBH1	1.0580352495836761e-08
GRE3	DFG16	2.847313499465853e-12
SWA2	SUT1	4.143690643978367e-10
POL30	MTR10	8.734376143686493e-10
YBR032W	TOP1	1.1341762496417399e-10
CHZ1	MAM3	6.04533638698209e-10
VHT1	GPI13	5.209961325777731e-10
SEC26	UPF3	1.535874001598616e-10
RFC5	JEN1	1.1365783387886517e-10
SLF1	VOA1	3.551685054064159e-11
NUR1	ARO10	3.100270696208517e-09
RPL40A	BMT5	9.133336880105215e-11
NUP145	FPR1	1.9160079588059738e-09
YDR003W-A	HCS1	6.491146693170228e-12
INO1	MYO2	2.082833993973385e-09
TRF5	ZNG1	6.550826504832765e-11
RNA14	AIM39	8.244957680249176e-10
AIM14	YLR326W	2.066707960516296e-10
BST1	VMA22	1.6766674217683224e-09
VPS73	IRR1	1.1234549006094348e-09
ALT2	YLR264C-A	6.734837201552049e-10
RRP12	YME1	9.391563383518163e-10
MYG1	GPI14	5.230882016312129e-10
CWH41	FKH2	3.36080956740064e-08
ARP9	TPP1	6.451804883733226e-11
YML054C-A	CTR1	4.388370368830574e-10
SDP1	TMH11	7.281221984673503e-11
SEC1	PCD1	3.2327572060691853e-09
YGL088W	YML003W	6.637903831259092e-12
DBP7	MEX67	4.6235767202781456e-10
SOL2	REX2	1.1280850055924075e-09
ADK2	YMR187C	4.013191455449657e-10
OPY1	CRT10	1.482231579166217e-09
YNG2	TIF6	1.920907905380192e-10
PIR5	YLR412C-A	2.0481008853388815e-09
YKR018C	TFC7	1.3220576552785797e-10
PHO3	CDC25	1.7997729308599044e-11
MRPL7	RPL2A	7.502540164575623e-09
ATP2	VRL1	2.2434054712136517e-08
VID30	GPT2	1.0210901508395433e-09
RPL41A	YSC83	1.58429954423477e-10
YGR054W	COX12	2.153380968526434e-09
IES6	TRX1	2.385110701664697e-10
UTP4	SSC1	1.243683507113205e-09
SFT2	ACF4	2.099373534566829e-11
CDC27	LOS1	3.1123301245870756e-10
KSS1	ATP11	2.37852010738055e-09
YMR1	REV3	1.8813087086763473e-10
SPG1	ALG5	1.5612537622080868e-09
HMRA2	SKG3	7.008928775479283e-09
AIM21	YPR195C	2.9438895379589267e-09
MSP1	DIA2	4.381820324920503e-12
PDS1	SLX9	5.970347088106131e-10
RPL34B	SSO1	2.527025780152538e-10
FAP7	MSD1	4.700032889860887e-10
COG8	STB2	2.6129430981652975e-11
CDC11	YJR096W	5.056217541049251e-10
TAF6	YGK1	4.4682167939049347e-10
SDH8	ATG3	3.6534677182955293e-10
PRP5	ESF2	9.368583318094504e-10
AVT7	HMG1	5.019774356111946e-11
SRP101	PAL1	5.436378092310692e-11
YFL040W	GUA1	1.956609899689641e-09
PAU16	AQY1	2.0917296261592244e-10
GID11	YPR071W	1.8129394702712094e-10
CWC22	RPS9A	4.551746186513816e-09
GRX7	YIR020C	8.712197013609871e-11
ACH1	ELP3	1.2549690566092865e-10
ATS1	PSE1	4.4773823842182533e-10
PPZ2	SQT1	1.7860811642093992e-10
ICS2	NIT3	2.393332660948373e-10
WHI5	RUP1	4.122912475334473e-10
UMP1	SRP21	2.671365903735814e-11
YBL028C	NOP6	2.8671836859995405e-10
EHD3	ALP1	1.2650994217523532e-09
TAX4	YML131W	3.8027881684422254e-10
YIL086C	LIA1	2.3610999309561837e-10
PHD1	REC102	7.580131156879816e-10
SNA4	YOR385W	7.307746703581488e-09
RAV1	VPS27	5.110250620597003e-11
THI2	SEC22	7.858315356966905e-10
CCT7	TRI1	7.288531341185309e-10
MCM21	PET8	1.3580975285285556e-09
YDR109C	REX2	8.697350251536946e-11
YBR085C-A	MTR3	1.360044896019036e-11
SCS22	RRT2	1.0587879427439028e-08
RUB1	EMI2	2.2403768336976136e-10
IBA57	FET3	1.4867510822438592e-08
RGD2	TIM13	8.756197847105386e-11
GPR1	MPT5	3.863922116638329e-09
SSK1	MPC54	2.854232466878506e-10
LDS1	YCL075W	1.1515123965142254e-09
LDH1	PEX18	3.9162502464440586e-09
HIS7	MSS116	8.977777450409689e-10
CDC9	PEP8	3.52933591516196e-11
RIX1	MNN4	1.0516852339627147e-11
RRT14	AHP1	7.400333889192731e-11
GIN4	FMP32	1.64557912176888e-11
DYN3	HST2	4.225954707527448e-09
ATP5	ARH1	9.686207954337243e-10
VAC8	GRR1	1.2748240130425947e-09
GMC2	CHL1	1.5094175321358584e-10
YSP2	HLJ1	3.558565210864616e-11
DFG16	LPX1	3.2873842842242753e-10
SPO11	CWC27	1.9601169681853626e-09
NOP13	SLM2	3.7541715280835046e-10
ULP2	YJR115W	5.820370068449044e-11
ATF2	ESBP6	4.442662011695356e-09
RCR2	PPX1	9.318284234448047e-10
PMT1	YJL132W	3.3735151307146873e-10
DBP7	VIK1	9.708148522383716e-10
CWH41	SHU1	3.921889541808617e-10
ENT1	RDI1	1.492315686896561e-09
RHB1	SMM1	1.8952518077411535e-11
TOD6	POP6	1.1240836819121025e-10
SPT4	SEC21	8.984538008663263e-09
SIP2	VTA1	2.9029423553754918e-09
MRX16	LAT1	1.449288710411533e-10
COG7	CWP1	8.648899513915447e-11
LPX1	TFB4	1.0204666660872719e-11
RAD26	RPS15	7.462007265972026e-10
YJR015W	MTF1	3.924721906410279e-10
SAH1	RPL18A	6.944801542343174e-12
SAN1	HKR1	4.608128429314169e-09
VAS1	FPS1	1.5546032121560947e-12
SKG3	SCJ1	1.9449678283867147e-09
GEP7	PEX15	2.225740004145349e-11
SIP2	NMA1	1.4438067666721042e-10
DTD1	GPP1	8.43790495177261e-11
RTR1	NTE1	9.24486633928044e-10
VPS53	YPL071C	5.805661593391477e-11
BMH2	GEA2	3.1256411536333436e-10
SAC3	YME2	3.1156611556781e-09
SND1	SPO11	1.2187554919298939e-09
LSM2	ATM1	1.941533223775779e-09
KIP3	GUT2	2.532187740672327e-10
UBC4	YNL195C	5.846075395220463e-10
SKY1	CIM1	7.303811717809425e-11
NIT1	MIC60	3.9413711521956255e-10
RNH202	RPL20B	8.691612298733491e-10
NDE2	SPC34	2.104252422517598e-11
RPS25A	SNR73	2.5808412466412494e-10
BIM1	EXG1	1.1193370578331792e-10
ADI1	PPM2	4.422328245439124e-10
YKL162C	YPQ1	4.9230303044483396e-11
KAR4	MYO5	9.592245915676716e-10
SHQ1	YEH2	4.855834594413309e-10
YPT10	LCB2	2.507356286952192e-11
