gene1	gene2	mean_VC
TAF5	ALG12	1.7669082967508142e-09
SNC1	TEL2	6.518150086114558e-09
GPC1	RPS0A	1.808730486206117e-10
YGR035W-A	BXI1	4.697907953609813e-10
VMR1	YNL143C	2.181413783176603e-09
FAS1	FMP25	9.201563417133364e-10
YGL034C	REC102	2.731020192006202e-09
NUP60	PDE1	6.121120793157413e-10
YNCB0002W	YLL054C	1.1408904687187134e-09
AIR2	BET3	4.4485969342418194e-10
PHO3	YOR365C	1.8348125130121455e-09
AMD2	YEL067C	5.342484763899082e-10
SWE1	YMR099C	2.4390476344768572e-11
RRT6	HAL1	6.990221398939756e-09
NGR1	OMA1	4.777250483886935e-11
YBR090C	SPC105	3.6967361243524757e-10
ARC1	PRI1	1.0599778540205182e-09
MDJ1	RRP46	3.3885275380963773e-09
YFL015C	OYE2	4.078043396328736e-09
YPF1	PRE10	1.520084890813972e-10
ATG18	YHR022C	7.469028766509708e-10
GAL7	MET13	1.154982388438409e-09
NIC96	ROF1	2.8981490627622935e-11
IPP1	SLU7	3.1075387562931494e-09
LPP1	CDC45	6.456239809947571e-10
REF2	KTI12	1.0150693213815446e-10
SEC9	YJL047C-A	2.363707974638015e-10
SNF6	GAD1	9.409097090188757e-10
PSR2	YLR046C	2.502527632390033e-11
YPT1	RTS2	2.4251727904045203e-11
CSM1	MIH1	2.1499481625132157e-10
PHM6	VMA8	5.711752199974493e-10
GPI17	HOS2	4.8285086199485e-10
NUP49	AFI1	7.802139220926261e-11
RPL22A	KIN2	6.418484822836653e-09
MIR1	JIP5	2.0675980060006603e-10
DIA4	YPT7	2.290530631621601e-09
SWC5	SDD4	7.932600446805731e-11
MDS3	NFI1	2.0058020915420754e-09
YEL008W	FBP26	2.862039622883939e-12
RRM3	URA1	7.318513346363265e-11
RDT1	CST6	1.937246838882503e-10
LSM6	HAL9	1.0522269701956737e-10
ARP5	RQC2	1.2485588690740913e-10
KIN28	EFM5	1.3808214880983737e-11
PTC6	SIP3	2.0772746467866499e-10
RAD3	MHF1	7.786280756603862e-11
MSC3	ATG19	2.1392568576655806e-10
RPL22A	ESF2	8.979456038318924e-11
PFA3	TSR3	4.328706933476219e-12
HIS2	RSM7	3.4881447616426922e-09
SHM2	CYT1	3.717344997788463e-11
NCS2	TIM23	8.435289046548365e-10
CCT2	ADE12	2.5461045117996737e-11
YNCL0044W	YPL034W	3.134748291078716e-10
RIB7	RET3	2.369001152986207e-10
BIL2	MDR1	4.5065715618369136e-11
RAD6	MGL2	1.5194963125151077e-09
PUP2	GCD7	5.5132432827773936e-11
DBF2	NSP1	7.364476255571495e-10
CSF1	VPS71	4.1121341515090426e-09
RRT13	RPL5	1.566492598334761e-11
CDC12	FRS1	2.6341107448215958e-09
MRK1	COT1	6.11617259475566e-10
NDE2	UGO1	3.0552367883539313e-10
TIM17	CIN4	1.9302232918537886e-09
PRY2	TSR3	1.948549176879742e-10
RTA1	RET3	1.9113112455963982e-09
RIM2	PHA2	4.1810402980633266e-10
RMA1	GPM3	5.383736801430857e-10
TSA1	RAD14	5.130320947986439e-10
UBC7	RIM21	8.39419744556338e-10
DRS1	DUS4	9.717254629495756e-08
HAM1	AGA1	3.600742060650735e-11
YIL102C	RRN5	9.704609045050435e-11
REB1	MET10	8.078409228806248e-11
SOL4	MED11	4.5263749160545323e-10
CLB3	NIT1	3.3622841582215984e-10
BUG1	MTD1	7.051769352950182e-11
SNA3	NOP8	2.4759836383890062e-09
SPE2	HEM4	6.416205639809425e-09
PPH21	RNR3	8.56004211405478e-10
OCA6	XKS1	9.937752751156767e-12
ASF2	GCN2	7.42502798443139e-10
TYR1	PXL1	7.470893267991973e-10
SCY1	YTM1	1.6276554844339917e-10
ARO5	KDX1	1.0912204410253116e-09
VMA22	MNN4	1.8497889535120422e-11
AVT7	YJL070C	6.851024501157281e-09
GNP1	STR3	5.516527161606131e-12
SPC97	SSP2	6.486654014997468e-11
PRM9	MEF2	1.4640384506762967e-11
RPL2B	TTI1	3.110683035113096e-10
VPS38	PSY3	2.1570377298675127e-10
AAR2	ELC1	9.445996150856782e-11
NAR1	AIM39	2.8900558770688442e-09
YND1	STT4	4.125578303079615e-09
TFG1	PDX1	3.083525683265671e-10
PRP18	IES2	1.3819148868825875e-10
CPD1	YOL024W	8.588431408816334e-10
RPA43	MCM4	6.184210720459666e-11
SCW10	WSC2	3.0004600647263874e-10
TSR1	YJU3	3.1151365127914064e-10
MIG2	CPR7	9.99228431985653e-11
URA5	YAP1	5.962301076927479e-11
CUL3	YMR084W	5.944042804965398e-10
GYL1	HFI1	4.448819028995875e-09
PHO5	SPC3	4.1956961278773494e-10
EUG1	BTS1	5.2730360455061345e-11
HPT1	GYP6	2.766585123625946e-10
ECM21	YNR065C	7.826870618118459e-11
YPF1	GAP1	2.7699848974622937e-09
YIP1	GIM5	8.05795739860059e-10
ATG33	NDC1	7.963665432914181e-10
CHS6	GAC1	5.880448454262588e-10
DAN4	MCM4	6.154140344399045e-10
CSG2	ATG29	1.1390361364540314e-10
CYC8	URC2	8.573702418525972e-11
GLN3	DPH2	1.65071289103035e-09
BEM4	MSD1	1.5508001274951958e-09
DIP2	YEF3	2.295757264866983e-09
RNA15	IRC20	1.8113145723042956e-09
ATG15	SPP2	2.035617935303203e-09
POX1	NOP56	9.695274702501735e-10
RSM24	MRX7	7.450459525488438e-10
ADD66	YPL150W	3.093993345542118e-10
IRC8	PFK2	2.295316412281919e-11
KCS1	TUB2	2.217316154981763e-09
SAC6	YOR343C	3.3193550967653943e-09
SUS1	CMK1	7.719869686648434e-11
TIP1	MTQ1	2.005223385383955e-11
EDC1	PAN2	3.8020479725305796e-09
SHR3	MMR1	2.9195325002098315e-10
CWH41	PAN1	1.0129601597663952e-09
PFK1	MNN11	7.656466821522748e-11
NHP2	NOB1	6.046340181541831e-10
YCL012C	RNH1	2.635911969636293e-09
THI73	ALG6	2.6894644283356522e-09
ALG3	RPL22B	1.2706043720102834e-09
AAD10	RPN13	2.789037877635497e-09
ICL1	SSP120	2.0017909592060234e-10
MSS116	PDR15	8.733290515441224e-10
TSL1	DDP1	1.0839777651220587e-09
YDL218W	APC1	1.1479791369893466e-10
ALK1	CDC42	1.569862835194399e-09
RAD30	CGR1	3.399725938883543e-09
PRE3	STB4	3.216973261488805e-09
MET6	MRX7	4.4883876485342853e-11
APL1	GLR1	9.381647014346482e-10
RAD6	EAF3	4.4020188656455584e-10
ATR2	RTC1	1.0434706493055528e-09
MNP1	THS1	2.2239117879792405e-10
BUD14	SIT1	7.851151816417431e-10
RSA4	NUP53	3.6530875363137404e-10
YHI9	BUD6	1.5500526981707e-10
LOS1	VPS5	4.261122634694419e-10
YNL040W	RRD2	1.7757364292078636e-09
TDA1	YMR315W-A	4.046327558463085e-09
UMP1	SEN54	1.578843806864127e-09
ATP16	YJL213W	6.711185889671614e-10
IXR1	GTO3	1.517640683530935e-10
MTC1	SSP120	1.6857502378074522e-09
SMC1	YML131W	2.7072750590870897e-09
MET10	INM1	2.899425097617423e-09
PEX9	PPA2	2.2857164307247875e-09
ZRT1	TFS1	1.7400909221650103e-09
ENA1	PRM4	4.331464115503661e-09
ERV15	DCS1	1.7104101914904868e-10
AIM9	OCA5	7.121407207921399e-11
PRK1	SYC1	6.073796296226991e-10
ADY3	KRE9	1.3043342405681037e-10
YGR079W	DOM34	4.361190175259324e-10
TUS1	RPA190	2.5669785604355618e-08
HIM1	SSL1	4.250416376751229e-09
NOP14	RUB1	8.051087846597395e-10
DAN1	RPL18A	1.6272725899028202e-09
PUN1	ROT1	1.980555895496919e-09
SCC4	IPI1	5.836456220293577e-10
PUF4	YOL107W	4.0595057865254764e-11
PYC2	ELP6	1.2958394965867877e-09
NRG2	AIT1	8.005769423815418e-10
APC2	NIP1	2.9940491112891676e-09
YET1	MMS22	8.438084535377734e-12
RRT6	YHC1	4.9659084131784174e-11
TEL1	YSY6	3.1971059986388067e-10
MRPL7	SSZ1	6.875162955737135e-09
ITR1	MCH2	2.307257025440915e-10
PFA3	MET4	9.585834296040693e-11
WHI4	SCW10	7.497127408721815e-10
SNU23	RPS10A	1.6132663822518922e-11
STE20	YMR075C-A	7.25393281138014e-10
HLR1	FOL1	5.779035485046828e-10
BOI2	AGE2	3.008879363238335e-10
RRN6	OTU1	3.6424697776343576e-10
RRP8	MIC19	1.357709468697373e-10
YPS7	FBP26	4.484464555284863e-09
RCK2	SMP3	1.0590811371086966e-09
SCM3	PDA1	1.2744153786354994e-10
YBL081W	SGA1	6.414710628515624e-10
FMP49	LAF1	1.4748053107799403e-09
AIP5	YKR070W	2.311743163503129e-10
MEC1	ART5	1.7967346695503488e-10
SPT4	RGA1	8.256459386271928e-10
RRT2	MGR3	5.0073947114614416e-11
ALT2	GLO4	2.1921464261694642e-10
TPH3	ERF2	8.351616347779171e-10
PCA1	ERG29	2.102438173686265e-09
ATS1	URN1	4.264447028517228e-09
YBR259W	ALT1	4.2373711505211456e-11
MNP1	CPR2	1.0097431061441094e-09
EFM1	SPC3	1.0665420246848245e-10
NHP10	LCL3	3.7668459035137015e-09
YBL029C-A	COG8	4.6589201529258075e-11
ERD2	ECM8	1.2324044783049628e-11
HUR1	RRN3	1.7581926267862732e-10
BUD31	YGR117C	1.9759027269736182e-10
DET1	TMT1	1.7494150776811904e-09
MET8	CCA1	2.493567346290229e-09
YML122C	PSH1	1.737038784387638e-08
TRM82	MCH2	1.313284795957142e-09
ATP2	GRE1	6.582650352032484e-12
YGL194C-A	KAP122	2.6007037072735314e-11
YLR285C-A	ODC2	8.628474870776842e-11
PMT7	UBX2	4.916179399765874e-10
KSS1	YHB1	6.96463564645588e-10
TAF12	RPS21A	8.807300996120858e-11
YFL019C	RSF2	2.503225214171511e-10
MRPL16	YLR345W	3.2893753505052265e-11
SNR56	MNN14	4.180145039605706e-12
GSC2	EST1	2.0576523643024788e-10
CLD1	PRM15	2.0534691083628982e-09
OCA4	NEO1	3.781580962946368e-10
NGR1	NSE1	7.37043616722719e-12
GYP7	DBF2	8.709430479090597e-10
PRY3	ATG17	5.105402738032342e-11
PUL3	GPH1	1.0805672623230791e-08
MSH6	YOR161C-C	4.5281423822646175e-11
TUB2	YPL152W-A	2.214574966387025e-09
YDR034C-A	NMD2	6.300713427534398e-10
TTI2	VPS4	6.856229266360029e-13
TSA2	YLR225C	4.5981287417853445e-10
SEC4	LST4	3.789245356287348e-11
MIR1	CPT1	1.0215599181086664e-09
BRE4	LTV1	1.1639558459489057e-11
PEP1	CIT3	2.0658002306584783e-10
RRN5	MIN3	2.631096861440159e-09
MIC26	RIB2	1.1366908894675725e-09
VPS68	EAF3	9.266155911647464e-11
SAS3	SPG1	1.4656480613686508e-09
YBR013C	PAL1	7.356626069994694e-10
CWC22	CCT8	2.928451664945782e-10
NEM1	ERG6	2.963031390172952e-10
HSP30	CDC48	2.9601814981980414e-11
PSP1	SND2	4.963923301559322e-10
TRK1	HOL1	1.5986962819135008e-09
YAT2	SGF73	4.86134167825545e-09
YGL041C-B	RPL10	2.0270767561040532e-11
EXO5	ECM34	8.504106227171122e-11
DPI35	SUE1	1.3469252420546439e-10
SDC1	EMC3	4.094828598734021e-09
MMF1	MOG1	1.8296101278043113e-11
FZO1	SFM1	5.545455074479628e-11
LAA1	GAB1	1.25205548077759e-10
FAT1	YGR204C-A	4.975603793840519e-12
YKL183C-A	STB6	1.2978628103287292e-09
CWH41	STE20	2.52923455181476e-10
YCL048W-A	THI72	2.7546816337817075e-09
BTN2	BCD1	1.6262664907507735e-10
USB1	STI1	2.8353826764621764e-10
FZF1	YMR1	8.192417979688194e-11
FUN14	SPC24	3.541968695937772e-09
FUB1	YNL033W	9.109423267913307e-12
NHP2	CUP2	1.663630773774811e-10
YBR292C	YDR541C	5.434202591797124e-10
KEI1	RNA15	1.810802603623217e-10
YRB1	YFL019C	8.465305114239151e-10
TIM18	SRP54	5.0260162797760125e-17
YGL041C-B	CAB4	2.787443917691702e-09
PPH21	COQ3	1.2434896974295145e-09
YOX1	TRF5	4.940854579650465e-11
YER138W-A	YJR012C	4.6468962275874516e-11
RMD9	SPO13	5.152683132472572e-10
SAD1	SUR7	9.057910153647816e-11
DDE1	LAS21	1.1786892801543102e-09
YIR021W-A	RPL21B	7.464026419370428e-10
HSF1	DDR48	5.417442684511285e-10
COX5B	YSF3	1.4724697662010494e-10
YFH1	HBS1	1.0408729984321564e-09
SUL2	CDC25	1.6310111415716693e-11
GRX4	FOL1	1.9336084756993088e-10
MFT1	MYO5	1.1474588150219408e-09
ARP9	SKM1	2.113085252897263e-08
HIS1	KRE33	1.4937435256370469e-09
RER2	ACE2	1.8285929242941872e-10
UBX3	PSP2	6.955372621168757e-11
SRS2	MRD1	9.166138681040038e-12
ZRG8	MED4	1.4281798614644906e-10
SPB4	RPA190	1.2130215537996886e-09
YHR140W	CLF1	8.970319064360624e-10
MHP1	AAD14	2.6420230866847315e-09
CFD1	UBP8	3.3011096491266618e-09
XYL2	FMP40	1.0983835912593306e-10
RPL35A	MEP2	1.5947864015681456e-09
SEC20	TPK3	3.1039046661103733e-10
CEG1	MET2	6.185705334073569e-10
CAJ1	HOS2	6.225819128564479e-10
MAK16	PTC3	1.0709859318368492e-10
RPL22A	HPF1	4.397412113067103e-10
YLR365W	YNL035C	1.515403561446656e-11
RSO55	GTR1	6.550639826734958e-10
IES3	TAG1	3.0170577507498897e-10
APS3	COG5	6.113658550818436e-10
GGC1	CSR2	4.6693690644760184e-11
SEC66	SFP1	1.4773585482803736e-10
SBE2	YLR179C	1.93334263110665e-09
DSE1	RTC6	9.129390757144081e-11
RPL9A	RIM9	1.2302402601173693e-09
TOM71	HCS1	4.246691435068866e-10
MTQ1	AVO1	1.160982450168439e-09
SGF29	DNM1	3.587117412355517e-11
TOS4	SUR7	1.1199188723602148e-09
SHU1	DAP2	2.048844709770832e-10
MEC1	MRPL22	2.7310381478608996e-10
RPG1	UBP11	5.198355567279847e-10
NPP2	YHR173C	5.050591364702638e-10
URA3	ZRC1	1.0748936339273894e-10
YHR033W	SBE22	2.8653706191612354e-09
SPR6	ALD6	1.1750330111788184e-09
KIP1	SWM1	5.054162596460097e-09
SOK1	CBF5	1.2584161459588148e-09
UBC12	SUT2	1.6373765308521938e-11
NUP84	ALG6	3.093519664597815e-10
MCM6	OGG1	5.529662381324078e-11
COG3	APT1	1.0206809161319257e-10
NAM8	SMC3	5.676658495573431e-10
HPF1	BAG7	7.516476748293834e-11
YLR146W-A	SUT2	7.830527152213883e-10
PET130	MAG2	8.674648670253591e-09
RTK1	SCC2	4.479754312542275e-11
NUP120	HOS3	1.6876760689899607e-09
AVT2	VHS2	2.1014245318147815e-11
CUL3	CDA2	5.7819858574757814e-12
EFB1	BBC1	1.1759791652988471e-09
PDA1	YNL019C	2.488777025825766e-10
GEM1	CDC34	2.7596518497625353e-09
CWC2	SEC65	1.514680364772524e-09
DAT1	CKA2	1.5178282574420091e-09
NUC1	ANY1	7.01902956636009e-11
OTU1	SAD1	9.05527323002131e-12
VRG4	SPC3	5.841605005316456e-11
UGO1	RPL28	1.2187794789713163e-09
RET2	SAL1	1.2845392081705576e-10
CCT6	BSC6	3.9656522702902486e-10
VTI1	DAP1	2.1533358981380767e-09
SEC15	IMO32	1.2633783426929521e-09
CTO1	HNM1	8.619148393452778e-10
COS12	ROK1	6.260929390336503e-10
LIN1	SFP1	1.1427278824040622e-09
NVJ3	YPK2	5.787666881034259e-09
SNA4	BUR6	2.6882498255560817e-11
SYO1	YJL163C	1.1125601883914374e-09
TRR1	SUL2	1.612050078286095e-10
SOL2	YRB2	4.578794428913227e-10
YBR090C	SMY1	1.5245035663816056e-10
GND2	HAL1	8.308281100034701e-10
TDA7	PHO23	6.246973224646501e-10
RTG3	AFR1	6.733590916940662e-10
ELO2	POT1	6.585186153163136e-12
SEN34	MET12	6.759430648977684e-10
YBR196C-A	CDC34	2.833934884921892e-10
YGR017W	AKR2	1.7913821488666855e-10
SEN34	BUD20	9.189550706788937e-10
SUC2	ERP4	2.8975087981276906e-10
JJJ1	TOP2	3.301250650511038e-08
YPK1	YPT7	7.622350268746869e-10
MYO3	ADE16	1.0357744047237993e-09
BFA1	YKL069W	5.924956965111564e-10
ECM29	PCK1	1.2366382338217932e-09
CHA4	MRPL15	1.0402693390939555e-10
DCC1	MRS4	1.7466178584653223e-10
VPS41	DPH2	2.2258718024173336e-09
FUN12	COX7	5.053322545019961e-09
GRH1	YLR342W-A	2.460060040023359e-10
MUM2	YPR196W	8.744921857076549e-10
RQC1	YOR111W	6.034522018728099e-10
NCP1	GVP36	4.1403795611537053e-10
NOC3	YMR209C	5.694868744122589e-09
YNL208W	SIL1	5.838000200220654e-10
SIP2	ECM7	1.31890826615437e-09
FUN12	STE24	1.6214286579890814e-09
RRN10	TGL4	6.043137226167876e-10
SLX1	YJR146W	1.572989216440518e-09
BRF1	GAT2	8.474192263262302e-11
NMA1	YAF9	1.316352937152255e-09
KIN28	MCO12	2.1124946145550948e-10
UBX2	SLZ1	1.7829748319483153e-09
STN1	YLR179C	8.025228684765481e-10
FLC3	FAR1	8.13581331478122e-10
CIN8	ERP4	1.7938465270034066e-10
MCH4	NAN1	1.7494181707470578e-10
ALG1	SHE9	3.8308874257861333e-10
NPC2	MSO1	2.5009033208431587e-09
SCP160	YOR296W	3.870568951066043e-09
YER175W-A	RPL18B	7.794212752184453e-11
VHS1	AIM36	8.279273036717971e-10
CPT1	RET1	4.905376230415433e-10
APM2	LEU5	2.5116811562592095e-10
SEC53	MTL1	1.5825439973749395e-09
RPN4	PEX7	5.726046362015278e-10
YBR085C-A	CSM3	8.968331361148846e-11
SSA4	PGU1	1.1475552921650185e-08
CAP2	SEC10	1.7197562555537344e-09
SPT6	DSE2	1.1869952519464425e-10
MSN5	YNL195C	9.802695466112195e-10
PAC11	SPP2	6.714826390988021e-10
YDL009C	YNCN0015W	1.740200114850223e-10
PTI1	MRPL38	1.5028047593069642e-09
BRO1	AOS1	7.437722280245461e-10
FUB1	YKL068W-A	2.398732600568033e-11
SMC4	CKI1	4.1935020106934215e-09
AVO2	MMT2	1.1074071775590759e-09
GTO1	YAP1802	1.5146065489564412e-10
VHS1	RTT107	1.768752925485728e-10
PRM7	GON7	2.9031686920484518e-09
GPD1	VPS64	2.7427866524678195e-10
CWP2	YPR084W	1.2581694620594627e-09
MET32	CHC1	3.4606925471663033e-09
YLL006W-A	YPL113C	3.8740401840040016e-08
SAC7	RAD26	6.913120280936954e-10
CFT2	YTA6	9.225521173061128e-12
SPC72	MHO1	6.102880306207177e-09
TAF2	MAK3	9.787375559966016e-11
IME4	PUP1	1.3764964303028266e-10
MSC3	CYB2	5.774100391144546e-11
FIP1	RRT7	3.6132462556546545e-10
ARH1	YOR011W-A	2.125622169361244e-09
HOS1	OPT2	8.017298657134706e-10
ENT5	TPO2	5.369956491202429e-10
PKC1	YLR287C	4.902594002938599e-10
PRC1	FYV12	4.20632091959936e-10
PAU2	PTK2	2.576676239653479e-09
RRP46	MCO6	8.867930309186024e-10
COA6	YNR065C	1.8225406692869733e-09
URA3	HPA2	1.184374639223236e-08
UTR4	YIL001W	2.387477512510432e-10
CKS1	SGV1	1.7912813022946414e-10
CCT8	YJR096W	1.7887603668172923e-11
YNCD0024C	CDC33	6.93752381945956e-10
FYV10	MSD1	1.6796811123352631e-09
ERG25	FMP41	3.100107563495992e-11
PFD1	ARE2	1.0862496485138393e-10
SAT4	EMP70	3.5779200263447707e-09
FIR1	TPK3	5.3899347199222425e-11
SNU71	PEX35	7.467763359582515e-10
YCL075W	HIS2	1.6572389373783673e-09
YLR257W	MSK1	1.893127401729942e-09
PUP3	SET4	9.491718800525448e-10
GAL7	YOR289W	7.047683139402582e-11
DGR2	VPS63	1.0932564274352372e-09
ORC1	SQS1	3.5498180205909067e-10
MCO12	NDL1	3.6112282805670604e-09
ARF1	SSP120	1.364066902626513e-12
URM1	TCB1	5.114577065973489e-10
FLC3	YIL012W	1.3208217987178332e-10
YCS4	SNF2	1.1547563084365034e-08
TGL2	PPM1	1.1788822167658031e-09
RSF2	MRX11	6.482146087378743e-09
SPS22	LOG1	4.011093826551528e-09
YER134C	YMR262W	4.5178923154724726e-10
PSP1	YPL071C	1.9701065531612413e-10
FOL3	FAR11	1.7558528966048032e-09
TCA17	MNN11	1.1600693771243092e-10
TFG2	PDC6	2.5739212737567475e-11
SRO77	ITC1	7.062266944968542e-11
GTT2	YDC1	9.578421010526092e-11
GRX3	PXP1	1.2018946975197555e-11
SRL2	YML020W	9.395222118912412e-11
HBN1	BMH1	7.677342313945456e-11
HEM13	NAP1	5.239402347099344e-10
MET10	ADE12	1.0800692862932427e-09
PCA1	MSW1	5.8221742095829875e-09
KTI12	MDM38	2.3102129291327136e-09
MIH1	YPR096C	2.8171500757778392e-09
YEL008W	DCR2	3.7384367121325247e-10
CCZ1	MIP6	5.867646071091823e-10
NSE3	APM2	4.280074964746797e-10
YHC1	MTQ1	5.763873011043684e-12
YJL070C	THI22	6.6872857703767555e-09
CAF16	LAM6	6.428124017957268e-11
CDC7	AAD14	5.991982200117226e-10
YIL082W-A	RKM5	1.0939776293975037e-09
COX17	TIF34	1.0063403139164713e-09
ILS1	BFR2	2.000139421104658e-09
SNU23	YAP6	2.0413445994683028e-11
MRPL35	OCA2	3.521102880808764e-09
CLC1	ATP19	2.3544850413760907e-09
YBR032W	TIF6	2.2388202535600357e-11
HOS3	PEX25	2.870637904129449e-10
PRK1	PGA1	1.984657053392151e-09
MRH1	NVJ2	2.1132907697094278e-09
KEG1	DPH5	9.025624174689652e-10
IMP2	CYB5	2.0446814784623015e-08
CCT7	SPO19	1.4377813035068582e-08
PPH3	GGA1	1.6237137645530653e-11
SED4	MGM101	6.142967511043542e-09
KAP114	MPC54	2.3719610655244427e-09
NTH2	ELO3	4.585868789265449e-12
YCS4	FRE3	2.516988706582511e-09
RGS2	DDP1	5.230500563911533e-10
IMG2	MTQ1	8.812728362646104e-10
TSR3	SNF8	6.31425217942662e-10
PAL1	IES4	9.21042761367018e-09
MSW1	PDR1	3.2325300832622156e-11
OSW7	TIF3	3.0136106866498787e-09
SYN8	RPL29	2.212109275275405e-09
MSS11	YOR365C	2.7813882714749784e-09
SWR1	VPS55	3.580804313665326e-09
UMP1	RPB7	2.719567338399298e-10
PIB2	GLR1	3.267867097514955e-11
BSC1	TMN3	5.71333230214155e-09
WSS1	PCL8	7.449058145717117e-10
IRA1	THI3	7.012535408810644e-10
TRR1	YNCO0002W	1.2094250977744598e-11
GZF3	FPS1	6.405718644171818e-10
RPO41	SEC63	6.698482530519151e-12
FLO9	NTE1	2.797658225312408e-10
BCD1	TRL1	4.5911708585541725e-10
SWC5	TIR2	6.529408707000453e-11
FMP33	ELG1	6.777997253513811e-11
API2	FDO1	7.098350043814019e-11
YIP3	UBP16	3.9611955284929676e-10
GEA1	CYC2	3.243541678894708e-09
HEL1	FYV12	3.3417606472974653e-09
PRP18	NBA1	4.304477928842886e-09
YBR219C	IPT1	1.4018337926026638e-10
RPB5	ERV29	1.038739043283048e-09
PAU10	SPT16	1.1638324368859078e-09
MUP1	PHS1	2.690525615048187e-09
SDC1	MRS2	2.383148641843547e-09
COX18	MRL1	7.629348845783402e-09
RGI2	MTD1	4.391985426385601e-11
URH1	ITT1	7.687898064018637e-12
UGX2	RRG7	5.298151055458283e-11
APE4	MTG2	1.0409334350646249e-09
RPS26B	PDC5	4.053524415750618e-10
TMA10	YMR247W-A	3.4848063880350795e-11
RAM1	KIC1	8.167437054141409e-11
PRB1	AMD1	4.784389081069519e-11
RPT6	MTR10	2.523026553997493e-10
ACK1	CSM2	8.049746821780179e-10
RAD54	PDC1	1.8281467137363514e-09
CRT10	HRR25	2.1934841455953255e-09
YER137C	UFO1	8.754284883076888e-10
FMP49	NTA1	2.186442166321878e-09
CDC45	IMP2	1.6210120267509935e-11
AKL1	PIH1	3.294058731524094e-10
SCM3	STH1	1.6394308660098178e-10
YPQ2	RIO1	9.52909523172349e-11
UPS3	RPS10A	1.2649021062433248e-11
OCA4	SWC7	5.972502071282777e-11
RTK1	PTK1	5.094775552866506e-09
PIR3	YLL054C	3.80321887987278e-09
SPF1	SGA1	3.3299040200003367e-10
CBP4	BMT5	8.490630938537849e-10
YBL100W-C	AIM7	8.194740430288246e-10
CBF2	CSF1	1.268232496181518e-09
HPR1	ICT1	2.5736821748555496e-11
YNCD0024C	SPB4	1.564815250808063e-10
TAD2	SGO1	6.288871718143044e-10
COG5	ARP7	8.243161934579728e-09
ENA1	YOR097C	6.092524957344452e-10
URB1	DBP1	9.625029558736065e-11
BAR1	PDR10	1.0553110236146517e-10
IPT1	RHO3	7.586109323231961e-10
ENP1	LAM5	1.3249879728576035e-08
BNA2	THI7	4.808000962008059e-10
OSW7	LPX2	1.4393690114597603e-11
PFY1	SCD5	1.6134228480818732e-07
ORM2	YNCP0016W	3.025605015345722e-10
YNL190W	ASA1	2.17446065428101e-10
YDR391C	RTT107	1.3298472576091827e-11
RTG3	NTG2	2.086328589318553e-09
LSM6	PIC2	1.2203300328907685e-10
SIT1	ERG27	5.099496665526286e-10
MCM10	ATG29	8.111168474474558e-10
KRR1	IZH3	1.6346846924389931e-09
INM1	YML100W-A	3.118126329174616e-11
VEL1	PPA2	2.391877315498525e-10
YKR032W	SEG1	1.273492455984217e-10
WSC2	ARG8	5.89125409995606e-11
RPN2	MGA2	1.3559801629244145e-09
TRM9	HSP10	2.5788064619881113e-09
YCH1	RTT101	2.667154586098857e-09
SIT4	GYP6	2.1677521842963329e-10
BNA1	SMC6	3.6196877273417684e-11
HNT1	YDL012C	1.6216902366757946e-11
LDB17	YHL026C	1.1265297522726655e-09
FAL1	SPI1	3.061129874191596e-09
YCL012C	RPS6A	4.209089845420076e-09
RPP1A	MND2	2.660617082080995e-09
IDP3	GDS1	3.1652026275583615e-09
TEL1	SUR7	6.476083506581436e-10
PUF6	ADH1	5.902984779619543e-10
IGO1	FPK1	2.0726416391612524e-09
SIL1	ADE2	5.991912907407853e-11
TRR1	VID22	3.993702413535605e-09
PSY4	CDC55	1.812993718996326e-10
SEN34	VPS71	2.879018699152897e-10
SFK1	MDM32	3.845752252587944e-10
YHR007C-A	VPS21	1.36807761485711e-10
KTR4	FPY1	3.624061982952838e-09
DMC1	DBP5	9.57900490983301e-10
WWM1	PEX35	8.139867130494196e-11
ENT1	YEH1	2.102056319409523e-09
HEH2	NGL1	1.6212278940272294e-09
MRPL27	BCH2	4.698056641704737e-11
MFT1	SEC12	1.6300212328436844e-09
SEC53	SEN2	6.315487638307469e-09
RAD9	NRS1	2.1234795643396227e-10
MED6	PRR1	6.736682310027792e-10
TLD1	SPR1	8.578594617706636e-10
SOP4	SET4	4.368006408698515e-11
PIR5	MRP35	8.69473716362365e-10
YGR035C	BAT1	7.577420335037868e-10
ERV46	KIP2	9.450302692744292e-10
SLX9	CMG1	8.234459372827824e-11
CHM7	MIM1	1.5438488091385186e-10
YBR144C	YMR317W	4.187521803242667e-10
GBP2	SUN4	5.850053498526506e-10
SPO7	TRK2	9.745859585434363e-10
CBT1	GSR1	4.043554757472703e-09
CCT7	YKR032W	2.3641067739305504e-09
NTG1	SAC3	2.387767932458266e-09
MTC3	LAC1	6.379335725888456e-10
KAE1	RPL26A	5.530163696193831e-10
SWH1	ILT1	1.9694208434894585e-09
ADI1	YNCN0015W	2.456876252640099e-10
MRK1	RMD9	1.2513176734153896e-09
PRE6	NUP1	9.025952835031417e-11
GLN3	URA4	5.0264065722168564e-11
HXT6	MLF3	5.411795067594452e-09
ERP1	YER053C-A	1.7153984230018988e-10
OKP1	GIC1	5.254496439671148e-10
YLR287C	SIP3	2.7393552272875782e-11
PAM16	BMT6	6.014267739693633e-10
