pathway,status,n_genes,excluded_genes,description,SS,percent_SS,n_valid_snps,mean_percent_SS,null_mean,null_sd,fold_enrichment,p_value,n_samples,n_unique_null_sets,additive_sum,additive_sum_null_mean,additive_sum_null_sd,additive_sum_p_value,additive_mean,additive_mean_null_mean,additive_mean_null_sd,additive_mean_p_value,q_value_bh,additive_sum_q_value_bh,additive_mean_q_value_bh
PWY-2201,tested,11,[],folate transformations I,1.538999572854756e-14,0.0004932652617353243,137,2.6280849365193898e-08,2.3884890759570788e-14,1.7227362244547494e-14,0.6443402184027455,0.7910447761194029,200,200,0.0014769431372186146,0.0016701474118806,0.0009079083835702926,0.48258706467661694,1.0780606841011786e-05,1.2190857021026278e-05,6.627068493213815e-06,0.48258706467661694,0.9642695612844866,0.7840389887298203,0.7840389887298203
PWY3O-4120,tested,3,[],tyrosine biosynthesis,2.1144516549533601e-16,6.7770359875576855e-06,33,6.223173542293559e-09,9.232157571386643e-16,1.3292419022989063e-15,0.22903114885156534,0.8109452736318408,200,188,0.00017822772782174183,0.00044925433352488534,0.00030042171167725553,0.7761194029850746,5.40084023702248e-06,1.3613767682572283e-05,9.103688232644107e-06,0.7761194029850746,0.9642695612844866,0.8648187633262261,0.8648187633262261
PWY-6614,tested,3,[],tetrahydrofolate biosynthesis,2.785098262748078e-17,8.926527646688828e-07,12,6.198977532422797e-09,1.4273579277077248e-16,2.0247201190308357e-16,0.195122625424502,0.8109452736318408,200,193,0.00010900091275122285,0.0006529511902253562,0.0023848666284443506,0.7164179104477612,9.083409395935237e-06,5.4412599185446356e-05,0.00019873888570369589,0.7164179104477612,0.9642695612844866,0.8466757123473541,0.8648187633262261
PWY3O-1,tested,6,[],salvage pathways of purines and their nucleosides,1.116985126871104e-16,3.5800527217725073e-06,10,3.5800527217725077e-08,2.5860089394042164e-16,2.5076350450817477e-16,0.4319339774318194,0.8159203980099502,200,200,0.0002320794121806092,0.00046171364882446067,0.0006172966198061602,0.6567164179104478,2.3207941218060918e-05,4.617136488244607e-05,6.172966198061603e-05,0.6567164179104478,0.9642695612844866,0.8315565031982943,0.8524590163934426
PWY3O-214,tested,12,[],tryptophan degradation,2.5682215143603415e-14,0.0008231415263653235,202,2.0173059659967736e-08,4.1087220003749955e-14,2.1646789707529247e-14,0.6250657781485203,0.8507462686567164,200,200,0.0027317640447261527,0.0034443653787044693,0.0026112231771640983,0.6069651741293532,1.3523584379832438e-05,1.7636090032990305e-05,1.3489525732402708e-05,0.681592039800995,0.978347698129073,0.8315565031982943,0.8574867597496388
PWY3O-50,tested,4,[],tetrapyrrole biosynthesis,1.0094673967580734e-16,3.235447289640934e-06,16,1.2638465975159899e-08,3.0150651863502414e-16,2.4728882503991615e-16,0.3348078181951486,0.8606965174129353,200,200,0.00017658209387925463,0.0003923796790367716,0.00046512148503631865,0.7114427860696517,1.1036380867453414e-05,2.4523729939798223e-05,2.9070092814769916e-05,0.7114427860696517,0.978347698129073,0.8466757123473541,0.8648187633262261
PWY3O-20,tested,7,[],folate polyglutamylation,2.0413610495858886e-15,6.542773046729815e-05,59,1.87956709184999e-08,4.491435659841286e-15,3.575759604580774e-15,0.45450078865384974,0.8706467661691543,200,200,0.0005951874037472896,0.001046437204173902,0.0020792409673491734,0.6169154228855721,1.0087922097411688e-05,1.7736223799557663e-05,3.524137232795208e-05,0.6169154228855721,0.978347698129073,0.8315565031982943,0.8524590163934426
PWY3O-4115,tested,13,[],phenylalanine degradation,2.6997089798614683e-14,0.0008652846173897216,205,2.058975889089165e-08,4.3985675680506846e-14,2.882537967947029e-14,0.6137700371982463,0.8855721393034826,200,200,0.0027829896329461877,0.0037293382168591387,0.003398385510309825,0.6716417910447762,1.3575559185103354e-05,1.880063484982295e-05,1.7051431357463613e-05,0.7213930348258707,0.978347698129073,0.8315565031982943,0.8648187633262261
PWY3O-440,tested,3,[],pyruvate fermentation to acetoin III,4.0772387519783876e-17,1.3067971399247624e-06,14,6.6673323465549105e-09,2.5725340711900584e-16,2.5586618190702376e-16,0.15849114682831977,0.8905472636815921,200,197,0.0017491701184523772,0.0004012582334320338,0.0017188880645264723,0.029850746268656716,0.00012494072274659836,2.866130238800242e-05,0.00012277771889474803,0.029850746268656716,0.978347698129073,0.41791044776119407,0.41791044776119407
PWY3O-259,tested,3,[],phospholipid biosynthesis II (Kennedy pathway),1.4210441799875107e-17,4.5545933978316414e-07,14,2.3237721417508375e-09,1.8448494977433366e-16,2.0411438457599582e-16,0.07702764814830508,0.945273631840796,200,197,2.1404256058540738e-05,0.00027793011741761384,0.0004155837256634283,0.9950248756218906,1.52887543275291e-06,1.9852151244115277e-05,2.9684551833102023e-05,0.9950248756218906,0.9950248756218906,1.0,1.0
PWY3O-697,tested,12,[],folate interconversions,9.660752117713039e-15,0.0003096370854128586,111,2.5130840468538155e-08,2.2564162778668727e-14,1.55981385204204e-14,0.4281458263032003,0.9502487562189055,200,200,0.0013837341169856002,0.0022097455589797665,0.004284789812697676,0.4228855721393035,1.2466073125996399e-05,1.9907617648466363e-05,3.8601710024303395e-05,0.4228855721393035,0.9950248756218906,0.7423750811161584,0.7423750811161584
PWY-5760-1,tested,3,[],beta-alanine biosynthesis IV,2.210181598116367e-17,7.083860344777081e-07,19,1.9622881841487757e-09,1.1871633734793572e-16,1.1851566670008468e-16,0.1861733311093259,0.9502487562189055,200,191,4.2709001863870224e-05,0.0002534083342609102,0.00023069420627781938,0.9253731343283582,2.247842203361591e-06,1.3314074097299882e-05,1.213691877654294e-05,0.9253731343283582,0.9950248756218906,0.9727363184079603,0.9727363184079603
PWY-5041,tested,4,[],S-adenosyl-L-methionine cycle II,5.4578316493424626e-17,1.7492914257451328e-06,15,7.774628558867257e-09,4.368368319144215e-16,7.973404551983511e-16,0.1249398230781895,0.9800995024875622,200,200,0.0006667296107598457,0.000606931232167406,0.002312756578466311,0.15422885572139303,4.444864071732305e-05,4.046208214449373e-05,0.00015418377189775414,0.15422885572139303,0.9950248756218906,0.5382763601348098,0.5409317051108096
PWY3O-4300,tested,4,[],ethanol degradation,3.053790679379188e-16,9.787714599262137e-06,38,6.778195705860206e-09,1.9076804209667425e-15,1.81505728686977e-15,0.16007873466728975,0.9850746268656716,200,200,0.00040473965359819086,0.0006330131816946442,0.0007665267398201294,0.6268656716417911,1.0651043515741864e-05,1.6658241623543268e-05,2.017175631105604e-05,0.6268656716417911,0.9950248756218906,0.8315565031982943,0.8524590163934426
PWY3O-1565,tested,3,[],dolichyl glucosyl phosphate biosynthesis,1.0828105238229452e-16,3.4705195885957267e-06,45,1.713836833874433e-09,2.7918536858414514e-15,6.414272793493155e-15,0.03878464438571003,0.9850746268656716,200,181,0.00018021565162580595,0.0004703633960426304,0.00035340430271393446,0.8855721393034826,4.004792258351243e-06,1.0452519912058454e-05,7.853428949198544e-06,0.8855721393034826,0.9950248756218906,0.9515436516049888,0.9515436516049888
PWY3O-15,tested,3,[],chitin biosynthesis,5.294229717122132e-18,1.6968553163787255e-07,9,2.094883106640402e-09,1.447908352770546e-16,2.006793653121282e-16,0.0365646741866757,0.9950248756218906,200,197,0.00047361295242381656,0.0007038645904391305,0.004339972501150622,0.20398009950248755,5.262366138042406e-05,7.820717671545895e-05,0.00048221916679451357,0.20398009950248755,0.9950248756218906,0.5382763601348098,0.5409317051108096
